Tokenizing,Stemming
"['sangat', 'membantu', 'yg', 'lagi', 'membutuhkan', 'usul', 'saya', 'pinjaman', 'tunai', 'tenornya', 'di', 'tambah', 'kak', 'jadi', 'bulan', 'agar', 'lebih', 'ringan', 'cicilannya', 'sama', 'pembayaran', 'yg', 'telat', 'tapi', 'sdh', 'di', 'bayar', 'tolong', 'agar', 'bisa', 'pinjam', 'dana', 'kembali', 'terima', 'kasih', 'mantaps', 'semoga', 'makin', 'jaya', 'kredivo', 'sukses', 'slalu', 'puas', 'kak', 'itu', 'ada', 'cicilan', 'sampe', 'bulan', 'kak', 'di', 'aplikasi', 'saya', 'nggak', 'ada', 'cuma', 'bulan']",sangat bantu yg lagi butuh usul saya pinjam tunai tenor di tambah kak jadi bulan agar lebih ringan cicil sama bayar yg telat tapi sdh di bayar tolong agar bisa pinjam dana kembali terima kasih mantaps moga makin jaya kredivo sukses slalu puas kak itu ada cicil sampe bulan kak di aplikasi saya nggak ada cuma bulan
"['terimakasih', 'aplikasi', 'kredivo', 'aplikasi', 'yang', 'sangat', 'baik', 'buat', 'saya', 'kendala', 'akun', 'saya', 'semoga', 'cepat', 'teratasi', 'ya', 'tim', 'kredivo', 'minimal', 'aktifkan', 'kembali', 'akun', 'saya', 'karena', 'saya', 'sudah', 'bayar', 'semua', 'tagihannya', 'jahat', 'amat', 'kredivo']",terimakasih aplikasi kredivo aplikasi yang sangat baik buat saya kendala akun saya moga cepat atas ya tim kredivo minimal aktif kembali akun saya karena saya sudah bayar semua tagih jahat amat kredivo
"['kasih', 'pinjem', 'lagi', 'dong', 'masa', 'iya', 'mau', 'di', 'blok', 'terus']",kasih pinjem lagi dong masa iya mau di blok terus
"['malah', 'dibuat', 'ribet', 'kalau', 'belanja', 'di', 'tokopedia', 'pakek', 'briva', 'segala', 'harus', 'salin', 'kode', 'lah', 'ini', 'lah', 'bolak', 'balik', 'keluar', 'masuk', 'aplikasi', 'kadang', 'juga', 'error', 'waktu', 'tinggal', 'bayar', 'doang', 'jadi', 'jelek', 'padahal', 'dulu', 'udah', 'simple']",malah buat ribet kalau belanja di tokopedia pakek briva segala harus salin kode lah ini lah bolak balik keluar masuk aplikasi kadang juga error waktu tinggal bayar doang jadi jelek padahal dulu udah simple
"['sangat', 'membantu', 'asal', 'kitanya', 'bayar', 'cicilan', 'lancar', 'insha', 'allah', 'ditolong', 'terus', 'kalau', 'mau', 'pinjam', 'selalu', 'di', 'acc', 'kalau', 'kitanya', 'galbay', 'skor', 'kredit', 'minus', 'ya', 'jangan', 'harap', 'dipinjami', 'oleh', 'kredivo', 'sekian', 'bye']",sangat bantu asal kita bayar cicil lancar insha allah tolong terus kalau mau pinjam selalu di acc kalau kita galbay skor kredit minus ya jangan harap pinjam oleh kredivo sekian bye
"['bingung', 'gue', 'mau', 'ngomong', 'ape', 'pokoknya', 'mantap', 'lah', 'sangat', 'dan', 'sangat', 'membantu', 'kalau', 'bisa', 'limitnya', 'dinaikkan', 'dong', 'masak', 'basic', 'terus', 'sampai', 'sekarang', 'sudah', 'kurang', 'lebih', 'thn', 'padahal', 'pembayarannya', 'gak', 'pernah', 'telat', 'salam', 'sukses', 'selalu']",bingung gue mau ngomong ape pokok mantap lah sangat dan sangat bantu kalau bisa limit naik dong masak basic terus sampai sekarang sudah kurang lebih thn padahal bayar gak pernah telat salam sukses selalu
"['sekedar', 'masukan', 'saja', 'saya', 'pengguna', 'setia', 'kredivo', 'tidak', 'pernah', 'telat', 'bayar', 'tidak', 'pernah', 'nunggak', 'masukan', 'saya', 'seharus', 'nya', 'bisa', 'pilih', 'pembayaran', 'sesuai', 'plihan', 'kita', 'agar', 'mempermudah', 'mengendalikan', 'keuangan', 'kita', 'juga', 'supaya', 'menghindari', 'galbay']",dar masuk saja saya guna setia kredivo tidak pernah telat bayar tidak pernah nunggak masuk saya harus nya bisa pilih bayar sesuai plihan kita agar mudah kendali uang kita juga supaya hindar galbay
"['tahun', 'baru', 'bunga', 'ikut', 'naik']",tahun baru bunga ikut naik
[],
['membantu'],bantu
"['good', 'job', 'pengajuan', 'dan', 'kenaikan', 'limit', 'sangat', 'mudah', 'trims', 'kredivo', 'telah', 'membantu', 'saya', 'dan', 'keluarga', 'sukses', 'selalu', 'pokoke', 'mantap', 'kredivo', 'di', 'saat', 'emergenci', 'keuangan', 'kredivo', 'solusinya', 'dan', 'sekarang', 'lebih', 'mudah', 'lagi', 'belanja', 'kebutuhan', 'tempat', 'mn', 'saja', 'bisa', 'dgn', 'qris', 'nya', 'pokoknya', 'kredivo', 'luar', 'biasa', 'kredivo', 'nomber', 'pokonya', 'tambah', 'limitnya', 'dong', 'biar', 'sy', 'dan', 'keluarga', 'dapat', 'belanja', 'lagi', 'kredivo', 'sukses', 'terus', 'dan', 'limitnya', 'naikin', 'dong', 'ooh', 'iya', 'untuk', 'pembayaran', 'nya', 'juga', 'sangat', 'mudah', 'tdk', 'banyak', 'ken']",good job aju dan naik limit sangat mudah trims kredivo telah bantu saya dan keluarga sukses selalu pokoke mantap kredivo di saat emergenci uang kredivo solusi dan sekarang lebih mudah lagi belanja butuh tempat mn saja bisa dgn qris nya pokok kredivo luar biasa kredivo nomber poko tambah limit dong biar sy dan keluarga dapat belanja lagi kredivo sukses terus dan limit naikin dong ooh iya untuk bayar nya juga sangat mudah tdk banyak ken
"['saya', 'tambahin', 'bintang', 'klo', 'udah', 'lancar', 'dipke', 'ada', 'limit', 'pembayaran', 'sudah', 'lunas', 'semua', 'bahkan', 'smp', 'yg', 'blm', 'jatuh', 'tempo', 'tp', 'gak', 'bisa', 'dipke', 'ternyata', 'bukan', 'saya', 'aja', 'yg', 'ngalamin', 'baca', 'komen', 'di', 'rating', 'masalahnya', 'pada', 'sama', 'tanya', 'cs', 'pun', 'kayanya', 'yg', 'jawab', 'mesin', 'percuma', 'gak', 'ada', 'penanganan']",saya tambahin bintang klo udah lancar dipke ada limit bayar sudah lunas semua bahkan smp yg blm jatuh tempo tp gak bisa dipke nyata bukan saya aja yg ngalamin baca komen di rating masalah pada sama tanya cs pun kaya yg jawab mesin percuma gak ada tangan
"['sekarang', 'ada', 'dompet', 'digital', 'jadi', 'lebih', 'mantap', 'pake', 'kredivo', 'jangan', 'ragu', 'bro', 'pake', 'kredivo', 'simpel', 'dan', 'gampang', 'prosesnya', 'pokonya', 'recommen', 'banget']",sekarang ada dompet digital jadi lebih mantap pake kredivo jangan ragu bro pake kredivo simpel dan gampang proses poko recommen banget
"['sangat', 'mengecewakan', 'di', 'karenakan', 'limit', 'masih', 'ada', 'tapi', 'tidak', 'bisa', 'di', 'gunakan', 'saya', 'rasa', 'mungkin', 'app', 'ini', 'sangat', 'tidak', 'membantu', 'malah', 'mempersulit', 'nasabah', 'nya', 'sangat', 'tidak', 'rekomed', 'untuk', 'di', 'instal', 'bagi', 'pengguna', 'baru']",sangat kecewa di karena limit masih ada tapi tidak bisa di guna saya rasa mungkin app ini sangat tidak bantu malah sulit nasabah nya sangat tidak rekomed untuk di instal bagi guna baru
"['sangat', 'sulit', 'sekali', 'mendapat', 'tambahan', 'limit', 'dan', 'naik', 'menjadi', 'premium', 'padahal', 'pembayaran', 'sangat', 'lancar', 'dan', 'sdh', 'lama', 'menggunakan', 'kredivo', 'sangat', 'kecewa']",sangat sulit sekali dapat tambah limit dan naik jadi premium padahal bayar sangat lancar dan sdh lama guna kredivo sangat kecewa
['oke'],oke
"['makin', 'parah', 'nih', 'aplikasi', 'transaksi', 'di', 'batasi', 'padahal', 'bayar', 'gak', 'pernah', 'telat', 'akun', 'pun', 'sudah', 'premium', 'dengan', 'alasan', 'keamanan', 'akun', 'udh', 'males', 'transaksi', 'di', 'sini']",makin parah nih aplikasi transaksi di batas padahal bayar gak pernah telat akun pun sudah premium dengan alas aman akun udh males transaksi di sini
"['sangat', 'membantu']",sangat bantu
"['jangan', 'download', 'aplikasi', 'ini', 'pertama', 'aja', 'di', 'kasih', 'limit', 'setelah', 'itu', 'ngak', 'akan', 'bisa', 'transaksi', 'alasan', 'keamanan', 'akun', 'kan', 'ngak', 'masuk', 'akal', 'auto', 'uninstall', 'cs', 'juga', 'ngak', 'bisa', 'kasih', 'solusi', 'padahal', 'akun', 'saya', 'aman', 'aja', 'ngak', 'pernah', 'telat', 'bayar', 'kampret', 'lah', 'kredivo']",jangan download aplikasi ini pertama aja di kasih limit telah itu ngak akan bisa transaksi alas aman akun kan ngak masuk akal auto uninstall cs juga ngak bisa kasih solusi padahal akun saya aman aja ngak pernah telat bayar kampret lah kredivo
"['fleksibel', 'membantu', 'utuk', 'pembelian', 'pulsa', 'hp', 'dan', 'listrik', 'dll', 'intinya', 'jika', 'kita', 'memakai', 'jasa', 'pembayaran', 'cicilan', 'atau', 'payletter', 'kita', 'harus', 'menyesuaikan', 'kemampuan', 'bayar', 'kita', 'dengan', 'pengunaan', 'limit', 'saldo', 'yg', 'bijak']",fleksibel bantu utuk beli pulsa hp dan listrik dll inti jika kita pakai jasa bayar cicil atau payletter kita harus sesuai mampu bayar kita dengan pengunaan limit saldo yg bijak
"['terimakasih', 'kredivo', 'meski', 'telat', 'bayar', 'tapi', 'setelah', 'dibayar', 'aplikasinya', 'langsung', 'bisa', 'dipake', 'lagi', 'suka', 'banget', 'belanja', 'lewat', 'aplikasi', 'ini', 'cicilan', 'murah', 'bunga', 'rendah', 'semoga', 'limitku', 'bisa', 'ditambah']",terimakasih kredivo meski telat bayar tapi telah bayar aplikasi langsung bisa dipake lagi suka banget belanja lewat aplikasi ini cicil murah bunga rendah moga limit bisa tambah
"['yg', 'sangat', 'dan', 'sangat', 'kecewa', 'untuk', 'pengguna', 'baru', 'di', 'kredivo', 'mbayar', 'sama', 'kali', 'tidak', 'ada', 'tunggakan', 'ehh', 'tiba', 'akun', 'diblokir', 'permanen', 'aplikasi', 'aneh', 'saya', 'ksih']",yg sangat dan sangat kecewa untuk guna baru di kredivo mbayar sama kali tidak ada tunggak ehh tiba akun blokir permanen aplikasi aneh saya ksih
"['transaksi', 'pake', 'kredivo', 'mudah', 'dan', 'cepat', 'semoga', 'aplikasinya', 'baik', 'agar', 'mempermudah', 'dan', 'meningkatkan', 'keamanan', 'dan', 'kenyamanan', 'para', 'pengguna']",transaksi pake kredivo mudah dan cepat moga aplikasi baik agar mudah dan tingkat aman dan nyaman para guna
"['mengajukan', 'upgrade', 'limit', 'di', 'tolak', 'terus', 'padahal', 'sering', 'belanja', 'dan', 'gak', 'pernah', 'telat', 'saat', 'bayar', 'pengajuan', 'ditolak', 'terus', 'gak', 'kayak', 'aplikasi', 'sebelah', 'limit', 'besar', 'pengajuan', 'naik', 'limit', 'langsung', 'acc']",aju upgrade limit di tolak terus padahal sering belanja dan gak pernah telat saat bayar aju tolak terus gak kayak aplikasi belah limit besar aju naik limit langsung acc
"['kenapa', 'pinjaman', 'tunai', 'kredifazz', 'saya', 'tidak', 'bisa', 'padahal', 'saya', 'selalu', 'rutin', 'membayarnya', 'hanya', 'telat', 'aja', 'udah', 'gak', 'bisa', 'memnijam', 'sangat', 'mengecewakan']",kenapa pinjam tunai kredifazz saya tidak bisa padahal saya selalu rutin bayar hanya telat aja udah gak bisa memnijam sangat kecewa
"['sangat', 'bagus', 'sangat', 'membantu', 'sekali', 'mudaha', 'an', 'seterusnya', 'seperti', 'ini', 'bahkan', 'limit', 'bsa', 'truus', 'naik', 'tolong', 'donk', 'kenaikan', 'limit', 'disetujui', 'dan', 'turun', 'kan', 'biaya', 'admin', 'supaya', 'terus', 'lancar', 'trimakasih']",sangat bagus sangat bantu sekali mudaha an terus seperti ini bahkan limit bsa truus naik tolong donk naik limit tuju dan turun kan biaya admin supaya terus lancar trimakasih
"['nggak', 'usah', 'download', 'uninstal', 'aja', 'aplikasi', 'ga', 'penting', 'jangan', 'download', 'kredivo', 'selalu', 'bayar', 'tepat', 'waktu', 'tapi', 'limit', 'selalu', 'di', 'kurangi', 'dan', 'tidak', 'bisa', 'di', 'gunakan', 'sama', 'sekali', 'kalau', 'ada', 'limit', 'eh', 'nggak', 'bisa', 'di', 'gunakan', 'dengan', 'alasan', 'keamanan', 'padahal', 'diri', 'sendiri', 'yang', 'pakai', 'dan', 'pakai', 'pin', 'jadi', 'ku', 'sarankan', 'mending', 'pada', 'ga', 'usah', 'download', 'percuma']",nggak usah download uninstal aja aplikasi ga penting jangan download kredivo selalu bayar tepat waktu tapi limit selalu di kurang dan tidak bisa di guna sama sekali kalau ada limit eh nggak bisa di guna dengan alas aman padahal diri sendiri yang pakai dan pakai pin jadi ku saran mending pada ga usah download percuma
"['aku', 'udah', 'bayar', 'tepat', 'waktu', 'dan', 'tidak', 'pernah', 'terlambat', 'lantasa', 'mengapa', 'score', 'kreditnya', 'dari', 'bisa', 'turun', 'ke', 'terus', 'kredivo', 'menyuruh', 'saya', 'sering', 'sering', 'transaksi', 'pakai', 'kredivo', 'tapi', 'saat', 'mau', 'isi', 'pulsa', 'atau', 'lain', 'nya', 'aja', 'tidak', 'bisa', 'dia', 'bilang', 'untuk', 'sementara', 'waktu', 'kamu', 'belum', 'bisa', 'melakukan', 'transaksi', 'kan', 'tolol']",aku udah bayar tepat waktu dan tidak pernah lambat lantasa mengapa score kredit dari bisa turun ke terus kredivo suruh saya sering sering transaksi pakai kredivo tapi saat mau isi pulsa atau lain nya aja tidak bisa dia bilang untuk sementara waktu kamu belum bisa laku transaksi kan tolol
"['sangat', 'senang', 'dan', 'berterima', 'kasih', 'kepada', 'kredivo', 'salah', 'satu', 'aplikasi', 'yang', 'berbeda', 'dengan', 'aplikasi', 'yang', 'lain', 'seperti', 'contoh', 'atome', 'dan', 'indodana', 'promosi', 'nya', 'kredivo', 'sangat', 'lengkap', 'dan', 'gampang', 'di', 'pakai', 'di', 'mana', 'saja']",sangat senang dan terima kasih kepada kredivo salah satu aplikasi yang beda dengan aplikasi yang lain seperti contoh atome dan indodana promosi nya kredivo sangat lengkap dan gampang di pakai di mana saja
"['sudah', 'suka', 'dengan', 'apl', 'ini', 'apl', 'real', 'membantu', 'beri', 'pinjam', 'pada', 'siyapa', 'sajah', 'yg', 'membutuhkan', 'bantuan', 'tuk', 'ikut', 'gunkan', 'rizzjgke', 'ketika', 'memasukan', 'data', 'diri', 'harus', 'valid', 'dan', 'real', 'yah', 'supaya', 'mudah', 'terdeketsi', 'dan', 'lolos', 'pengajuan', 'tanpa', 'kendala', 'trs', 'amanah', 'dan', 'saling', 'menjaga', 'kredivo', 'oke']",sudah suka dengan apl ini apl real bantu beri pinjam pada siyapa sajah yg butuh bantu tuk ikut gun rizzjgke ketika pasu data diri harus valid dan real yah supaya mudah terdeketsi dan lolos aju tanpa kendala trs amanah dan saling jaga kredivo oke
"['masa', 'limit', 'banyak', 'tpi', 'gk', 'bisa', 'di', 'gunakan', 'untuk', 'transaksi', 'baik', 'flexi', 'card', 'maupun', 'scan', 'qr', 'bahkan', 'untuk', 'payment', 'di', 'marketplace', 'online', 'jg', 'gk', 'bisa', 'dengan', 'dalih', 'untuk', 'keamana', 'akun', 'anda', 'emang', 'ada', 'yg', 'pake', 'akun', 'saya', 'selain', 'saya', 'sendri', 'kn', 'nggk', 'ada', 'aneh', 'aja', 'sih']",masa limit banyak tpi gk bisa di guna untuk transaksi baik flexi card maupun scan qr bahkan untuk payment di marketplace online jg gk bisa dengan dalih untuk keamana akun anda emang ada yg pake akun saya selain saya sendri kn nggk ada aneh aja sih
"['banyak', 'trouble', 'nya', 'kredivo', 'saya', 'transaksi', 'enggak', 'berhasil', 'tapi', 'di', 'penagihan', 'bertambah', 'di', 'komplain', 'ke', 'cs', 'malah', 'enggak', 'bisa', 'diselesaikan', 'auto', 'pindah', 'ke', 'aplikasi', 'lain', 'kalau', 'kayak', 'gini', 'payah', 'kredivo']",banyak trouble nya kredivo saya transaksi enggak hasil tapi di tagih tambah di komplain ke cs malah enggak bisa selesai auto pindah ke aplikasi lain kalau kayak gin payah kredivo
"['apk', 'macam', 'apa', 'ini', 'mau', 'transaksi', 'muncul', 'notif', 'keamanan', 'transaksi', 'sementara', 'satu', 'sisi', 'wa', 'terus', 'untuk', 'transaksi', 'limit', 'masih', 'ready', 'juta', 'tapi', 'bisa', 'digunakan', 'aneh']",apk macam apa ini mau transaksi muncul notif aman transaksi sementara satu sisi wa terus untuk transaksi limit masih ready juta tapi bisa guna aneh
"['pertama', 'memang', 'enak', 'gampang', 'tp', 'telat', 'sehari', 'aja', 'rewelnya', 'minta', 'ampun', 'memang', 'saya', 'telat', 'bayar', 'tp', 'kan', 'tiap', 'bulan', 'jalan', 'terus', 'pembayarannya', 'saya', 'kan', 'berurusan', 'dgn', 'aplikasi', 'tp', 'kok', 'tim', 'lapangan', 'nagih', 'manual', 'apa', 'benar', 'itu', 'saya', 'bayar', 'pake', 'aplikasi', 'tp', 'kok', 'ada', 'sistem', 'talangan', 'gmn', 'ini']",pertama memang enak gampang tp telat hari aja rewel minta ampun memang saya telat bayar tp kan tiap bulan jalan terus bayar saya kan urus dgn aplikasi tp kok tim lapang nagih manual apa benar itu saya bayar pake aplikasi tp kok ada sistem talang gmn ini
"['aplikasi', 'ini', 'tadinya', 'bagus', 'setelah', 'lama', 'pakai', 'mulai', 'tidak', 'beres', 'pinjaman', 'tgl', 'harusnya', 'jatuh', 'tempo', 'tgl', 'tapi', 'ini', 'tgl', 'sudah', 'jatuh', 'tempo', 'telat', 'bayar', 'tgl', 'langsung', 'kena', 'denda', '%', 'bantuan', 'tidak', 'bisa', 'dihubungi', 'kedepannya', 'akan', 'pindah', 'ke', 'yang', 'lain', 'saja', 'yg', 'lebih', 'nyaman']",aplikasi ini tadi bagus telah lama pakai mulai tidak beres pinjam tgl harus jatuh tempo tgl tapi ini tgl sudah jatuh tempo telat bayar tgl langsung kena denda  bantu tidak bisa hubung depan akan pindah ke yang lain saja yg lebih nyaman
"['aplikasi', 'mantap', 'dan', 'sangat', 'membantu', 'sekali', 'terima', 'kasih', 'kredivo', 'tpi', 'kenapa', 'limit', 'saldo', 'saya', 'tidak', 'naik', 'naik', 'padahal', 'saya', 'membayar', 'tepat', 'waktu']",aplikasi mantap dan sangat bantu sekali terima kasih kredivo tpi kenapa limit saldo saya tidak naik naik padahal saya bayar tepat waktu
"['sudah', 'lama', 'pakai', 'kredivo', 'pembayaran', 'selalu', 'sebelum', 'jatuh', 'tempo', 'dan', 'sekarang', 'limit', 'sudah', 'naik', 'terimakasih', 'kredivo', 'hanya', 'belom', 'bs', 'buat', 'cicilan', 'tempo', 'hanya', 'sebulan', 'saja', 'bunga', 'kecil']",sudah lama pakai kredivo bayar selalu belum jatuh tempo dan sekarang limit sudah naik terimakasih kredivo hanya bom bs buat cicil tempo hanya bulan saja bunga kecil
"['kredivo', 'nambah', 'hutang']",kredivo nambah hutang
"['akun', 'tidak', 'berguna', 'tidak', 'bisa', 'membantu', 'hapus', 'jja', 'aplikasi', 'ini']",akun tidak guna tidak bisa bantu hapus jja aplikasi ini
"['ini', 'kenapa', 'sie', 'ah', 'masa', 'mau', 'transaksi', 'gak', 'di', 'setujuin', 'sie', 'ah', 'udh', 'hari', 'nyoba', 'gak', 'bisa', 'terus', 'padahal', 'limit', 'masih', 'ada', 'jt', 'malah', 'gak', 'bisa', 'transaksi', 'kok', 'jadi', 'buruk', 'ginie', 'sie', 'aplikasi', 'nya', 'transaksi', 'malah', 'gak', 'bisa', 'masa', 'melanggar', 'ketentuan', 'sie', 'kacau', 'nie', 'solusi', 'nya', 'gmna', 'pihak', 'kredivo']",ini kenapa sie ah masa mau transaksi gak di setujuin sie ah udh hari nyoba gak bisa terus padahal limit masih ada jt malah gak bisa transaksi kok jadi buruk ginie sie aplikasi nya transaksi malah gak bisa masa langgar tentu sie kacau nie solusi nya gmna pihak kredivo
"['selalu', 'terdepan']",selalu depan
"['sekian', 'lama', 'langganan', 'sama', 'kredivo', 'uda', 'ga', 'terasa', 'uda', 'mau', 'tahun', 'upgrade', 'manual', 'akhirnya', 'diterima', 'kenaikan', 'limit', 'semoga', 'kredivo', 'makin', 'sukses', 'makin', 'jaya', 'good']",sekian lama langgan sama kredivo uda ga asa uda mau tahun upgrade manual akhir terima naik limit moga kredivo makin sukses makin jaya good
"['live', 'chat', 'masih', 'saja', 'bot', 'dikasih', 'wa', 'sama', 'cs', 'juga', 'ga', 'respon', 'dikirim', 'email', 'juga', 'ga', 'respon', 'cuma', 'butuh', 'detail', 'transaksi', 'ketika', 'transaksi', 'di', 'screenshot', 'gabisa', 'di', 'bagian', 'detail', 'transaksi', 'juga', 'gajelas', 'infonya', 'ga', 'ada', 'jamnya', 'akhirnya', 'transaksi', 'masih', 'gantung', 'sampe', 'sekarang', 'rugi', 'dong']",live chat masih saja bot kasih wa sama cs juga ga respon kirim email juga ga respon cuma butuh detail transaksi ketika transaksi di screenshot gabisa di bagi detail transaksi juga gajelas info ga ada jam akhir transaksi masih gantung sampe sekarang rugi dong
['baik'],baik
"['baru', 'pertama', 'pakai', 'sudah', 'lakukan', 'pembayaran', 'tepat', 'waktu', 'bahkan', 'ada', 'yg', 'blm', 'jt', 'tapi', 'gabisa', 'lakukan', 'transaksi', 'lagi', 'karna', 'alasan', 'akun', 'berkendala', 'yg', 'gabisa', 'dikasi', 'tau', 'dari', 'sananya', 'katanya', 'padahal', 'udh', 'gaada', 'tagihan', 'apa', 'apa', 'buat', 'apa', 'saya', 'bayar', 'tepat', 'waktu', 'tapi', 'malah', 'gaada', 'peningkatannya', 'auto', 'uninstall']",baru pertama pakai sudah laku bayar tepat waktu bahkan ada yg blm jt tapi gabisa laku transaksi lagi karna alas akun kendala yg gabisa kasi tau dari sana kata padahal udh gaada tagih apa apa buat apa saya bayar tepat waktu tapi malah gaada tingkat auto uninstall
"['mau', 'kasih', 'bintang', 'tp', 'aplikasi', 'bermasalah', 'baru', 'pertama', 'coba', 'belanja', 'di', 'alfa', 'pake', 'kode', 'barcode', 'pas', 'coba', 'kode', 'barcode', 'gak', 'muncul', 'suruh', 'restart', 'pakai', 'pin', 'uda', 'di', 'restart', 'tetap', 'gak', 'muncul', 'barcode', 'batal', 'transaksi', 'nya', 'ntah', 'apa', 'yg', 'salah', 'sudah', 'mengikuti', 'petunjuk', 'penggunaan']",mau kasih bintang tp aplikasi masalah baru pertama coba belanja di alfa pake kode barcode pas coba kode barcode gak muncul suruh restart pakai pin uda di restart tetap gak muncul barcode batal transaksi nya ntah apa yg salah sudah ikut tunjuk guna
"['keren', 'sdh', 'lbh', 'dr', 'th', 'gak', 'pakai', 'kredivo', 'lagi', 'sekarang', 'balik', 'pakai', 'dan', 'cepat', 'sekali', 'segala', 'prosesnya', 'pakai', 'kredivo', 'bantu', 'bgt', 'pembayaran', 'apa', 'saja']",keren sdh lbh dr th gak pakai kredivo lagi sekarang balik pakai dan cepat sekali segala proses pakai kredivo bantu bgt bayar apa saja
"['aplikasi', 'ga', 'recomen', 'udah', 'lunas', 'pembayaran', 'ttep', 'ngga', 'bisa', 'transaksi', 'lagi']",aplikasi ga recomen udah lunas bayar ttep ngga bisa transaksi lagi
"['cepat', 'transaksi', 'nya']",cepat transaksi nya
"['saya', 'tetap', 'beri', 'bintang', 'terima', 'kasih', 'kredivo', 'sangat', 'membantu', 'kebutuhan', 'sya', 'walau', 'hanya', 'bisa', 'beli', 'token', 'dan', 'paket', 'data', 'karna', 'limitya', 'hanya', 'bisa', 'buat', 'beli', 'pulsa', 'data', 'dan', 'token', 'sja', 'karna', 'sudah', 'kali', 'upgread', 'masih', 'saja', 'sama', 'limitnya', 'bulan', 'ini', 'upgrade', 'yg', 'untuk', 'kesekian', 'kalinya', 'klo', 'masih', 'sama', 'saja', 'limit', 'nya', 'maaf', 'sya', 'tidak', 'mau', 'mengunakan', 'app', 'kredivo', 'lagi', 'dan', 'sya', 'akan', 'uninstall', 'terima', 'kasih']",saya tetap beri bintang terima kasih kredivo sangat bantu butuh sya walau hanya bisa beli token dan paket data karna limitya hanya bisa buat beli pulsa data dan token sja karna sudah kali upgread masih saja sama limit bulan ini upgrade yg untuk sekian kali klo masih sama saja limit nya maaf sya tidak mau mengunakan app kredivo lagi dan sya akan uninstall terima kasih
