Stemming,negasi
kredivo kenapa saya tidak ada tunggak bayar lancar malah belum jatuh tempo sudah bayar tapi mengapa saya ingin cicil di merchant selalu transaksi tidak sah padahal belum nya bisa sekarang tiba tiba gin,"['kredivo', 'kenapa', 'saya', 'tidak_ada', 'tunggak', 'bayar', 'lancar', 'malah', 'belum', 'jatuh', 'tempo', 'sudah', 'bayar', 'tapi', 'mengapa', 'saya', 'ingin', 'cicil', 'di', 'merchant', 'selalu', 'transaksi', 'tidak_sah', 'padahal', 'belum', 'nya', 'bisa', 'sekarang', 'tiba', 'tiba', 'gin']"
maaf atas lambat bayar kapan saya bisa laku transaksi lagi,"['maaf', 'atas', 'lambat', 'bayar', 'kapan', 'saya', 'bisa', 'laku', 'transaksi', 'lagi']"
mantap proses cepat  mudah pinjam cepat kilat hitung detik dana langsung cair moga kredivo makin sukses belanja apa pun cukup satu sentuh di hp anda sangat mudah guna bagi siapa saja aplikasi kredivo  kredifazz sangat mantap  jaya terus aje kendor mantul,"['mantap', 'proses', 'cepat', '', 'mudah', 'pinjam', 'cepat', 'kilat', 'hitung', 'detik', 'dana', 'langsung', 'cair', 'moga', 'kredivo', 'makin', 'sukses', 'belanja', 'apa', 'pun', 'cukup', 'satu', 'sentuh', 'di', 'hp', 'anda', 'sangat', 'mudah', 'guna', 'bagi', 'siapa', 'saja', 'aplikasi', 'kredivo', '', 'kredifazz', 'sangat', 'mantap', '', 'jaya', 'terus', 'aje', 'kendor', 'mantul']"
belum bagus saya bayar tidak pernah telat tbtb limit buat belanja hilang parah si tdk tahan customer yang taat bintang dlu,"['belum', 'bagus', 'saya', 'bayar', 'tidak_pernah', 'telat', 'tbtb', 'limit', 'buat', 'belanja', 'hilang', 'parah', 'si', 'tdk', 'tahan', 'customer', 'yang', 'taat', 'bintang', 'dlu']"
sudah bayar tagih cara auto debit saldo sudah potong tpi tetap tidak lunas tidak verifikasi akhir nya bayar kali aneh kredivo buat apa ada sistem auto debit rugi guna,"['sudah', 'bayar', 'tagih', 'cara', 'auto', 'debit', 'saldo', 'sudah', 'potong', 'tpi', 'tetap', 'tidak_lunas', 'tidak_verifikasi', 'akhir', 'nya', 'bayar', 'kali', 'aneh', 'kredivo', 'buat', 'apa', 'ada', 'sistem', 'auto', 'debit', 'rugi', 'guna']"
emang lucu sih ya sistem aplikasi ini limit jt akun premium di pake qris gk bisa topup juga gk bisa dompet digital gk bisa di tolak dengan alas jaga aman untuk apa password trus tau tau limit turun tanpa pakai waras kah sistem nya hehe,"['emang', 'lucu', 'sih', 'ya', 'sistem', 'aplikasi', 'ini', 'limit', 'jt', 'akun', 'premium', 'di', 'pake', 'qris', 'gk', 'bisa', 'topup', 'juga', 'gk', 'bisa', 'dompet', 'digital', 'gk', 'bisa', 'di', 'tolak', 'dengan', 'alas', 'jaga', 'aman', 'untuk', 'apa', 'password', 'trus', 'tau', 'tau', 'limit', 'turun', 'tanpa', 'pakai', 'waras', 'kah', 'sistem', 'nya', 'hehe']"
udah gak bisa bayar pake qris lagi selalu di tolak padahal udah bulan bulan pakai itu dan semenjak di update udah sulit sekarang tidak fleksibel kek di iklan iklanya,"['udah', 'tidak_bisa', 'bayar', 'pake', 'qris', 'lagi', 'selalu', 'di', 'tolak', 'padahal', 'udah', 'bulan', 'bulan', 'pakai', 'itu', 'dan', 'semenjak', 'di', 'update', 'udah', 'sulit', 'sekarang', 'tidak_fleksibel', 'kek', 'di', 'iklan', 'iklanya']"
tes apa iya sesuai iklan di tiktok mudah daftar dan pinjamanya ehh nyata di tolak padahal ngga pernah ada utang di apk ini arti iklan aja yg mudah dan praktis,"['tes', 'apa', 'iya', 'sesuai', 'iklan', 'di', 'tiktok', 'mudah', 'daftar', 'dan', 'pinjamanya', 'ehh', 'nyata', 'di', 'tolak', 'padahal', 'ngga', 'pernah', 'ada', 'utang', 'di', 'apk', 'ini', 'arti', 'iklan', 'aja', 'yg', 'mudah', 'dan', 'praktis']"
tidak bisa di guna tiap ingin melakuakan transaksi selalu di tolak dgn alas aman makin ksini makin ribet percuma install dan ada limit saldo nya tapi selalu di tolak dgn alas keman,"['tidak_bisa', 'di', 'guna', 'tiap', 'ingin', 'melakuakan', 'transaksi', 'selalu', 'di', 'tolak', 'dgn', 'alas', 'aman', 'makin', 'ksini', 'makin', 'ribet', 'percuma', 'install', 'dan', 'ada', 'limit', 'saldo', 'nya', 'tapi', 'selalu', 'di', 'tolak', 'dgn', 'alas', 'keman']"
sumpah kesel banget kak kenapa aku ada limit transaksi tapi pas di pakai limit nya selalu ada notifikasi transaksi tidak sah demi aman akun alah capek woi bayar cuma telat hari aja langsung nggak bisa,"['sumpah', 'kesel', 'banget', 'kak', 'kenapa', 'aku', 'ada', 'limit', 'transaksi', 'tapi', 'pas', 'di', 'pakai', 'limit', 'nya', 'selalu', 'ada', 'notifikasi', 'transaksi', 'tidak_sah', 'demi', 'aman', 'akun', 'alah', 'capek', 'woi', 'bayar', 'cuma', 'telat', 'hari', 'aja', 'langsung', 'nggak', 'bisa']"
saya sudah bayar tagih tapi tidak konfirmasi pihak kredivo nya padahal sudah hubung cs kali tpi tidak di jawab sangat buruk,"['saya', 'sudah', 'bayar', 'tagih', 'tapi', 'tidak_konfirmasi', 'pihak', 'kredivo', 'nya', 'padahal', 'sudah', 'hubung', 'cs', 'kali', 'tpi', 'tidak_di', 'jawab', 'sangat', 'buruk']"
gud,['gud']
suka sama aplikasi ini mudah transaksi tp tolong ya naik kan limit saya segera bisa di upgrade jg nanti saya beri bintang jg sudah bisa di upgrade dan naik limit,"['suka', 'sama', 'aplikasi', 'ini', 'mudah', 'transaksi', 'tp', 'tolong', 'ya', 'naik', 'kan', 'limit', 'saya', 'segera', 'bisa', 'di', 'upgrade', 'jg', 'nanti', 'saya', 'beri', 'bintang', 'jg', 'sudah', 'bisa', 'di', 'upgrade', 'dan', 'naik', 'limit']"
,[]
saya sudah tahun pake kredivo akun premium udah dapat kartu flexi card tapi cicil sempet macet beberapa minggu dan tgl saya lunas semua cicil bahkan belum jatuh tempo bulan depan sudah saya lunas juga dan telah itu saya ada limit juta tapi pas saya mau transaksi apa di kredivo kenapa status tidak sah jadi kecewa percuma saya ada limit besar tapi mau isi pulsa rb aja gak bisa coba tolong jelasin anjing monyet kredivo skrg,"['saya', 'sudah', 'tahun', 'pake', 'kredivo', 'akun', 'premium', 'udah', 'dapat', 'kartu', 'flexi', 'card', 'tapi', 'cicil', 'sempet', 'macet', 'beberapa', 'minggu', 'dan', 'tgl', 'saya', 'lunas', 'semua', 'cicil', 'bahkan', 'belum', 'jatuh', 'tempo', 'bulan', 'depan', 'sudah', 'saya', 'lunas', 'juga', 'dan', 'telah', 'itu', 'saya', 'ada', 'limit', 'juta', 'tapi', 'pas', 'saya', 'mau', 'transaksi', 'apa', 'di', 'kredivo', 'kenapa', 'status', 'tidak_sah', 'jadi', 'kecewa', 'percuma', 'saya', 'ada', 'limit', 'besar', 'tapi', 'mau', 'isi', 'pulsa', 'rb', 'aja', 'tidak_bisa', 'coba', 'tolong', 'jelasin', 'anjing', 'monyet', 'kredivo', 'skrg']"
buruk,['buruk']
udah mau bulan kredivo tidak bisa pakai transaksi dengan alas keaamanan akun tiap nelpon cs jawab selalu sama dan tidak pernah ada solusi tolong di baik ya karna saya tidak ada yang telat bayar tapi kenapaa akun saya seperti itu jadi kecewa sama kredivo,"['udah', 'mau', 'bulan', 'kredivo', 'tidak_bisa', 'pakai', 'transaksi', 'dengan', 'alas', 'keaamanan', 'akun', 'tiap', 'nelpon', 'cs', 'jawab', 'selalu', 'sama', 'dan', 'tidak_pernah', 'ada', 'solusi', 'tolong', 'di', 'baik', 'ya', 'karna', 'saya', 'tidak_ada', 'yang', 'telat', 'bayar', 'tapi', 'kenapaa', 'akun', 'saya', 'seperti', 'itu', 'jadi', 'kecewa', 'sama', 'kredivo']"
keren,['keren']
bintang buat kredivo sangat mudah untuk transaksi beli token listrik dan lain lain tpi sayang untuk sementara ini belum bisa transaksi tarik tunai mudah han depan sudah bisa,"['bintang', 'buat', 'kredivo', 'sangat', 'mudah', 'untuk', 'transaksi', 'beli', 'token', 'listrik', 'dan', 'lain', 'lain', 'tpi', 'sayang', 'untuk', 'sementara', 'ini', 'belum', 'bisa', 'transaksi', 'tarik', 'tunai', 'mudah', 'han', 'depan', 'sudah', 'bisa']"
kenapa saya tidak bisa aju pinjam tenor bulan yah,"['kenapa', 'saya', 'tidak_bisa', 'aju', 'pinjam', 'tenor', 'bulan', 'yah']"
sudah tahun lebih limit masih,"['sudah', 'tahun', 'lebih', 'limit', 'masih']"
tak kasih bintang dulu kalau kurang baik aku rangin bintang,"['tidak_kasih', 'bintang', 'dulu', 'kalau', 'kurang', 'baik', 'aku', 'rangin', 'bintang']"
app jalan dengan baik tapi buat limitnyaa terlalu sedikitt buat tambah limit terlalu lama udah sering transaksi limit cuman di kasih aja wkwk dan aku udah guna lebih bln kak dan malah di tambah lagi hari wkwk paksa harus nunggu hari lagi telah tunggu bulan total tunggu bulan,"['app', 'jalan', 'dengan', 'baik', 'tapi', 'buat', 'limitnyaa', 'terlalu', 'sedikitt', 'buat', 'tambah', 'limit', 'terlalu', 'lama', 'udah', 'sering', 'transaksi', 'limit', 'cuman', 'di', 'kasih', 'aja', 'wkwk', 'dan', 'aku', 'udah', 'guna', 'lebih', 'bln', 'kak', 'dan', 'malah', 'di', 'tambah', 'lagi', 'hari', 'wkwk', 'paksa', 'harus', 'nunggu', 'hari', 'lagi', 'telah', 'tunggu', 'bulan', 'total', 'tunggu', 'bulan']"
sudah bisa guna lagi,"['sudah', 'bisa', 'guna', 'lagi']"
kredit limit tinggi tapi percuma nga bisa pakai pertama bayar ontime belum waktu tapi malah sulit di bulan ikut padahal di telpon anda sudah bisa guna kredivo pas coba nga bisa,"['kredit', 'limit', 'tinggi', 'tapi', 'percuma', 'nga', 'bisa', 'pakai', 'pertama', 'bayar', 'ontime', 'belum', 'waktu', 'tapi', 'malah', 'sulit', 'di', 'bulan', 'ikut', 'padahal', 'di', 'telpon', 'anda', 'sudah', 'bisa', 'guna', 'kredivo', 'pas', 'coba', 'nga', 'bisa']"
limit ada knp tidak bisa transaksi sudah di kasih jeda waktu tetap tidak bisa,"['limit', 'ada', 'knp', 'tidak_bisa', 'transaksi', 'sudah', 'di', 'kasih', 'jeda', 'waktu', 'tetap', 'tidak_bisa']"
awal memang ada lambat bayar dan akun tangguh namun sudah selesai semua bahkan tidak ada tagih lagi lalu kenapa tidak bisa guna transaksi dengan alas score tidak pada dan notif aman akun segera timbang untuk ralat klu pun panjang auto uninstall,"['awal', 'memang', 'ada', 'lambat', 'bayar', 'dan', 'akun', 'tangguh', 'namun', 'sudah', 'selesai', 'semua', 'bahkan', 'tidak_ada', 'tagih', 'lagi', 'lalu', 'kenapa', 'tidak_bisa', 'guna', 'transaksi', 'dengan', 'alas', 'score', 'tidak_pada', 'dan', 'notif', 'aman', 'akun', 'segera', 'timbang', 'untuk', 'ralat', 'klu', 'pun', 'panjang', 'auto', 'uninstall']"
bikin kecewa saya sudah lama pake kredivo akun sy sudah premium dan lunas selalu sy laku di awal dan lama transaksi sy tidak pernah telat atau nunggak untuk bayar tp akun malah di blokir kan lucu alas transaksi tidak aman padahal cm beli pulsa rb langsung sy uninstal ni aplikasi customer yg loyal malah diginiin by kredivo,"['bikin', 'kecewa', 'saya', 'sudah', 'lama', 'pake', 'kredivo', 'akun', 'sy', 'sudah', 'premium', 'dan', 'lunas', 'selalu', 'sy', 'laku', 'di', 'awal', 'dan', 'lama', 'transaksi', 'sy', 'tidak_pernah', 'telat', 'atau', 'nunggak', 'untuk', 'bayar', 'tp', 'akun', 'malah', 'di', 'blokir', 'kan', 'lucu', 'alas', 'transaksi', 'tidak_aman', 'padahal', 'cm', 'beli', 'pulsa', 'rb', 'langsung', 'sy', 'uninstal', 'ni', 'aplikasi', 'customer', 'yg', 'loyal', 'malah', 'diginiin', 'by', 'kredivo']"
kenapa telah update jdi ga bisa buka,"['kenapa', 'telah', 'update', 'jdi', 'ga', 'bisa', 'buka']"
aplikasi kredivo sangat bagus sangat bantu dan sangat mudah dalam transaksi namun di bulan ini saya alami kendala untuk saat ini kmu tidak bisa transaksi dengan alas isu aman sementara limit masih sedia kalau bisa beri info yang jelas dan detail kenapa tidak bisa laku transaksi terimakasih kredivo,"['aplikasi', 'kredivo', 'sangat', 'bagus', 'sangat', 'bantu', 'dan', 'sangat', 'mudah', 'dalam', 'transaksi', 'namun', 'di', 'bulan', 'ini', 'saya', 'alami', 'kendala', 'untuk', 'saat', 'ini', 'kmu', 'tidak_bisa', 'transaksi', 'dengan', 'alas', 'isu', 'aman', 'sementara', 'limit', 'masih', 'sedia', 'kalau', 'bisa', 'beri', 'info', 'yang', 'jelas', 'dan', 'detail', 'kenapa', 'tidak_bisa', 'laku', 'transaksi', 'terimakasih', 'kredivo']"
aplikasi nya sangat bantu sekali buat belanja apa aja gampang beli token listrik murah pinjam juga bunga rendah moga kredivo depan bisa upgrade ke premium utama di tempat saya kalimantan utara terimakasih kasih banyak kredivo sudah dengar keluh saya dan terimakasih juga aplikasi saya otomatis di upgrade ke premium,"['aplikasi', 'nya', 'sangat', 'bantu', 'sekali', 'buat', 'belanja', 'apa', 'aja', 'gampang', 'beli', 'token', 'listrik', 'murah', 'pinjam', 'juga', 'bunga', 'rendah', 'moga', 'kredivo', 'depan', 'bisa', 'upgrade', 'ke', 'premium', 'utama', 'di', 'tempat', 'saya', 'kalimantan', 'utara', 'terimakasih', 'kasih', 'banyak', 'kredivo', 'sudah', 'dengar', 'keluh', 'saya', 'dan', 'terimakasih', 'juga', 'aplikasi', 'saya', 'otomatis', 'di', 'upgrade', 'ke', 'premium']"
dulu kalau sudah bisa transaksi baru,"['dulu', 'kalau', 'sudah', 'bisa', 'transaksi', 'baru']"
sudah bulan lebih akun saya tidak bisa guna dengan alas aman padahal tagiha aja gak ada bayar tepat waktu makin kesini makin jelak nik kredivo gak ada jelas yg bener jelas percuma nanya juga gak ada hasil taii gak jelas make kredivo udah th masih gin aja,"['sudah', 'bulan', 'lebih', 'akun', 'saya', 'tidak_bisa', 'guna', 'dengan', 'alas', 'aman', 'padahal', 'tagiha', 'aja', 'tidak_ada', 'bayar', 'tepat', 'waktu', 'makin', 'kesini', 'makin', 'jelak', 'nik', 'kredivo', 'tidak_ada', 'jelas', 'yg', 'bener', 'jelas', 'percuma', 'nanya', 'juga', 'tidak_ada', 'hasil', 'taii', 'tidak_jelas', 'make', 'kredivo', 'udah', 'th', 'masih', 'gin', 'aja']"
sedih krn score turun gak tau sebab apa kudu naikin lagi biar bisa guna bbrp fasilitas di kredivo banyak bonus dan voicher tarik yg akhir lewat batas,"['sedih', 'krn', 'score', 'turun', 'tidak_tau', 'sebab', 'apa', 'kudu', 'naikin', 'lagi', 'biar', 'bisa', 'guna', 'bbrp', 'fasilitas', 'di', 'kredivo', 'banyak', 'bonus', 'dan', 'voicher', 'tarik', 'yg', 'akhir', 'lewat', 'batas']"
tidak bisa pilih tenor meski ada pilih tapi tetep gak bisa baru tau hari ini klo harus ada kasus komplain baru info cara kerja sporadis bukan seluruh,"['tidak_bisa', 'pilih', 'tenor', 'meski', 'ada', 'pilih', 'tapi', 'tetep', 'tidak_bisa', 'baru', 'tau', 'hari', 'ini', 'klo', 'harus', 'ada', 'kasus', 'komplain', 'baru', 'info', 'cara', 'kerja', 'sporadis', 'tidak_seluruh']"
mohon bisa kembali seperti awal pak krena kmarin kami mudah buat kredit di tokopedia tapi sekarang sangat ribet sekali dulu kita bisa menetukan mau kredit berapa bulan tapi skarang knapa ngak bisa ya pak,"['mohon', 'bisa', 'kembali', 'seperti', 'awal', 'pak', 'krena', 'kmarin', 'kami', 'mudah', 'buat', 'kredit', 'di', 'tokopedia', 'tapi', 'sekarang', 'sangat', 'ribet', 'sekali', 'dulu', 'kita', 'bisa', 'menetukan', 'mau', 'kredit', 'berapa', 'bulan', 'tapi', 'skarang', 'knapa', 'ngak', 'bisa', 'ya', 'pak']"
proses mudah dan cepat minus nya tempo cicil nya atur oleh system dan kita ga bisa pakai dp biar cicil nya lebih murah saran moga depan nya tambah opsi nya bisa pakai dp ato dp  saat belanja online dan pilih tempo bayar dari bln berapa pun nilai belanja nya,"['proses', 'mudah', 'dan', 'cepat', 'minus', 'nya', 'tempo', 'cicil', 'nya', 'atur', 'oleh', 'system', 'dan', 'kita', 'ga', 'bisa', 'pakai', 'dp', 'biar', 'cicil', 'nya', 'lebih', 'murah', 'saran', 'moga', 'depan', 'nya', 'tambah', 'opsi', 'nya', 'bisa', 'pakai', 'dp', 'ato', 'dp', '', 'saat', 'belanja', 'online', 'dan', 'pilih', 'tempo', 'bayar', 'dari', 'bln', 'berapa', 'pun', 'nilai', 'belanja', 'nya']"
udah ku edit ulas buruk ku brpa bulan yg lalu dengan ulas sekarang yang baru trimaksih udah di acc dan sangat bantu sekali stelah ski lama mncoba dan trus coba hingga hasil smoga kedapnnya smakin baik ya aplikasi kredivo nya,"['udah', 'ku', 'edit', 'ulas', 'buruk', 'ku', 'brpa', 'bulan', 'yg', 'lalu', 'dengan', 'ulas', 'sekarang', 'yang', 'baru', 'trimaksih', 'udah', 'di', 'acc', 'dan', 'sangat', 'bantu', 'sekali', 'stelah', 'ski', 'lama', 'mncoba', 'dan', 'trus', 'coba', 'hingga', 'hasil', 'smoga', 'kedapnnya', 'smakin', 'baik', 'ya', 'aplikasi', 'kredivo', 'nya']"
ini gimana saya sudah laku bayar lalu briva tapi tidak masuk aplikasi sudah email hub cs gak di respon respon,"['ini', 'gimana', 'saya', 'sudah', 'laku', 'bayar', 'lalu', 'briva', 'tapi', 'tidak_masuk', 'aplikasi', 'sudah', 'email', 'hub', 'cs', 'tidak_di', 'respon', 'respon']"
juelek banget,"['juelek', 'banget']"
sangat buruk,"['sangat', 'buruk']"
ken naik limit bayar saya lancar,"['ken', 'naik', 'limit', 'bayar', 'saya', 'lancar']"
tetap bintang karena dah kali kali coba transaksi kok ga bisa alasanannya utk sementara tidak bisa laku transaksi demi jaga aman akun mksdnya apa pdhal benar benar butuh tapi malah tidak bisa dipake limit yg banyak percuma saja kalau sudah bisa bintang baru tambah tolong di baik sistem tks,"['tetap', 'bintang', 'karena', 'dah', 'kali', 'kali', 'coba', 'transaksi', 'kok', 'ga', 'bisa', 'alasanannya', 'utk', 'sementara', 'tidak_bisa', 'laku', 'transaksi', 'demi', 'jaga', 'aman', 'akun', 'mksdnya', 'apa', 'pdhal', 'benar', 'benar', 'butuh', 'tapi', 'malah', 'tidak_bisa', 'dipake', 'limit', 'yg', 'banyak', 'percuma', 'saja', 'kalau', 'sudah', 'bisa', 'bintang', 'baru', 'tambah', 'tolong', 'di', 'baik', 'sistem', 'tks']"
selalu beri layan yg baik buat kita pemakainnya moga terus jadi yg depan selalu pakai belanja offline dan online serta mudah bertranksasi mwmbuat saya sebaga pakai kredivo jadi nyaman dan flexibel untuk butuh yang sy perlu dalam tiap bulan maju terus kredivo makin fleksibel kredivo dan beda kelas dengan aplikasi lain semcam ini saya mengharapakan jadi bagi hidup saya untuk butuh saat ini besok dan akan datang ahamdulillah ada limit tambaha,"['selalu', 'beri', 'layan', 'yg', 'baik', 'buat', 'kita', 'pemakainnya', 'moga', 'terus', 'jadi', 'yg', 'depan', 'selalu', 'pakai', 'belanja', 'offline', 'dan', 'online', 'serta', 'mudah', 'bertranksasi', 'mwmbuat', 'saya', 'sebaga', 'pakai', 'kredivo', 'jadi', 'nyaman', 'dan', 'flexibel', 'untuk', 'butuh', 'yang', 'sy', 'perlu', 'dalam', 'tiap', 'bulan', 'maju', 'terus', 'kredivo', 'makin', 'fleksibel', 'kredivo', 'dan', 'beda', 'kelas', 'dengan', 'aplikasi', 'lain', 'semcam', 'ini', 'saya', 'mengharapakan', 'jadi', 'bagi', 'hidup', 'saya', 'untuk', 'butuh', 'saat', 'ini', 'besok', 'dan', 'akan', 'datang', 'ahamdulillah', 'ada', 'limit', 'tambaha']"
tidak bisa beda mana nasabah bagus dan nasabah masalah bayar gk prnh telat sdh bayar tepat waktu ttp aja tlp pihak debcolletor sangat ganggu,"['tidak_bisa', 'beda', 'mana', 'nasabah', 'bagus', 'dan', 'nasabah', 'masalah', 'bayar', 'gk', 'prnh', 'telat', 'sdh', 'bayar', 'tepat', 'waktu', 'ttp', 'aja', 'tlp', 'pihak', 'debcolletor', 'sangat', 'ganggu']"
bantu,['bantu']
aplikasi parah limit tbtb jadi dan pulih lagi padahal kredit skor sangat baik ada lambat bayar ok mending galbay aja semua tagih yg belum lunas mampus,"['aplikasi', 'parah', 'limit', 'tbtb', 'jadi', 'dan', 'pulih', 'lagi', 'padahal', 'kredit', 'skor', 'sangat', 'baik', 'ada', 'lambat', 'bayar', 'ok', 'mending', 'galbay', 'aja', 'semua', 'tagih', 'yg', 'belum', 'lunas', 'mampus']"
pertama kali coba ok makin kesini malah bisa dipake limit transaksi tidak tuju demi aman akun padahal guna hp kita sendiri,"['pertama', 'kali', 'coba', 'ok', 'makin', 'kesini', 'malah', 'bisa', 'dipake', 'limit', 'transaksi', 'tidak_tuju', 'demi', 'aman', 'akun', 'padahal', 'guna', 'hp', 'kita', 'sendiri']"
maaf saya turunin ketika pakai bulan limit bulan potong jauh sama saja limit kecil dan tanggal tagih makin turun tiap bulan nya sama aja itungnya pakai hari,"['maaf', 'saya', 'turunin', 'ketika', 'pakai', 'bulan', 'limit', 'bulan', 'potong', 'jauh', 'sama', 'saja', 'limit', 'kecil', 'dan', 'tanggal', 'tagih', 'makin', 'turun', 'tiap', 'bulan', 'nya', 'sama', 'aja', 'itungnya', 'pakai', 'hari']"
udah lumayan lama pake kredivo tetapi kenapa smakin besar kasi limit smakin susah guna padahal lagi butuh tolong timbang dong pihak kredivo kita yang lancar bayar jangan di sulit pas aju kembali,"['udah', 'lumayan', 'lama', 'pake', 'kredivo', 'tetapi', 'kenapa', 'smakin', 'besar', 'kasi', 'limit', 'smakin', 'susah', 'guna', 'padahal', 'lagi', 'butuh', 'tolong', 'timbang', 'dong', 'pihak', 'kredivo', 'kita', 'yang', 'lancar', 'bayar', 'tidak_di', 'sulit', 'pas', 'aju', 'kembali']"
sangat bguss,"['sangat', 'bguss']"
limit sedia bayar tidak pernah telat tapi malah gabisa di guna limit nya wkwkw gajelas,"['limit', 'sedia', 'bayar', 'tidak_pernah', 'telat', 'tapi', 'malah', 'gabisa', 'di', 'guna', 'limit', 'nya', 'wkwkw', 'gajelas']"
bagus simple bunga tidak terlalu besar aju mudah asal syarat sesuai dan data yang beri sesuai recomended banget,"['bagus', 'simple', 'bunga', 'tidak_terlalu', 'besar', 'aju', 'mudah', 'asal', 'syarat', 'sesuai', 'dan', 'data', 'yang', 'beri', 'sesuai', 'recomended', 'banget']"
proses cepat,"['proses', 'cepat']"
terimakasih kepada aplikasi kredivo yg sangat bantu sekali mudah an makin sukses ke depan dan kembang pesat lebih baik layan para nasabah yg benar butuh sekali lagi terimakasih banyak sukses terus,"['terimakasih', 'kepada', 'aplikasi', 'kredivo', 'yg', 'sangat', 'bantu', 'sekali', 'mudah', 'an', 'makin', 'sukses', 'ke', 'depan', 'dan', 'kembang', 'pesat', 'lebih', 'baik', 'layan', 'para', 'nasabah', 'yg', 'benar', 'butuh', 'sekali', 'lagi', 'terimakasih', 'banyak', 'sukses', 'terus']"
