Stemming,negasi
aplikasi ini ngejebak nasabah mereka yg telat verifikasi bayar kita yg harus nanggung denda hati dengan aplikasi ini lebih baik pikir dulu belum guna aplikasi ini jgn sampai kita jebak dengan aplikasi pinjam seperti ini denda sangat besar dan sangat berat,"['aplikasi', 'ini', 'ngejebak', 'nasabah', 'mereka', 'yg', 'telat', 'verifikasi', 'bayar', 'kita', 'yg', 'harus', 'nanggung', 'denda', 'hati', 'dengan', 'aplikasi', 'ini', 'lebih', 'baik', 'pikir', 'dulu', 'belum', 'guna', 'aplikasi', 'ini', 'jgn', 'sampai', 'kita', 'jebak', 'dengan', 'aplikasi', 'pinjam', 'seperti', 'ini', 'denda', 'sangat', 'besar', 'dan', 'sangat', 'berat']"
bayar tepat waktu tidak ada tunggak tp limit pinjam tunai tidak bisa guna hilang saja limit bila tidak percaya dengan nasabah terimakasih,"['bayar', 'tepat', 'waktu', 'tidak_ada', 'tunggak', 'tp', 'limit', 'pinjam', 'tunai', 'tidak_bisa', 'guna', 'hilang', 'saja', 'limit', 'bila', 'tidak_percaya', 'dengan', 'nasabah', 'terimakasih']"
emng rada rada ini platform status nya demi aman transaksi ja ga bisa sangat tidak rekomenden bangat dah jempoll bnget dah tp bawah,"['emng', 'rada', 'rada', 'ini', 'platform', 'status', 'nya', 'demi', 'aman', 'transaksi', 'ja', 'ga', 'bisa', 'sangat', 'tidak_rekomenden', 'bangat', 'dah', 'jempoll', 'bnget', 'dah', 'tp', 'bawah']"
gak jelas kalau memang udah gak bisa buat transaksi tinggal bilang jangan alesan isu aman lah percuma bayar tepat waktu akun naik jd premium kalau ujung gak bisa buat trasnsaksi di livecat jawab sama ajah beri jeda kk basi pulsa yg ajh gak bisa mending gak usah bayar sekali rawat malah ngecewain galbay ajah sekali,"['tidak_jelas', 'kalau', 'memang', 'udah', 'tidak_bisa', 'buat', 'transaksi', 'tinggal', 'bilang', 'tidak_alesan', 'isu', 'aman', 'lah', 'percuma', 'bayar', 'tepat', 'waktu', 'akun', 'naik', 'jd', 'premium', 'kalau', 'ujung', 'tidak_bisa', 'buat', 'trasnsaksi', 'di', 'livecat', 'jawab', 'sama', 'ajah', 'beri', 'jeda', 'kk', 'basi', 'pulsa', 'yg', 'ajh', 'tidak_bisa', 'mending', 'tidak_usah', 'bayar', 'sekali', 'rawat', 'malah', 'ngecewain', 'galbay', 'ajah', 'sekali']"
aju mudah banget ini saya asa mudah di kredivo ohya mimin divo saya sudah ikut misi saleturahmi ya moga saya bisa dapet giveaway iphone nya saya sangat suka kredivo karna cicil bunga kecil sekali terimakasih divoo,"['aju', 'mudah', 'banget', 'ini', 'saya', 'asa', 'mudah', 'di', 'kredivo', 'ohya', 'mimin', 'divo', 'saya', 'sudah', 'ikut', 'misi', 'saleturahmi', 'ya', 'moga', 'saya', 'bisa', 'dapet', 'giveaway', 'iphone', 'nya', 'saya', 'sangat', 'suka', 'kredivo', 'karna', 'cicil', 'bunga', 'kecil', 'sekali', 'terimakasih', 'divoo']"
sangat bantu,"['sangat', 'bantu']"
maantap poko,"['maantap', 'poko']"
terlalu ribet padahal cicil sudah bayar dan lunas semua malah di tidak bisa transaksi,"['terlalu', 'ribet', 'padahal', 'cicil', 'sudah', 'bayar', 'dan', 'lunas', 'semua', 'malah', 'di', 'tidak_bisa', 'transaksi']"
sangat bantu,"['sangat', 'bantu']"
aga susah sama langgan padahal bukan pertama layan buruk padahal saya bayar cepat bulan dah lunas semua dari tenor bulan,"['aga', 'susah', 'sama', 'langgan', 'padahal', 'tidak_pertama', 'layan', 'buruk', 'padahal', 'saya', 'bayar', 'cepat', 'bulan', 'dah', 'lunas', 'semua', 'dari', 'tenor', 'bulan']"
kredivo sangat bantu bngt saat kita lagi butuh dana proses cepat sangat erti jika kita ada lambat buat bayar terimakasih banyak kredivo,"['kredivo', 'sangat', 'bantu', 'bngt', 'saat', 'kita', 'lagi', 'butuh', 'dana', 'proses', 'cepat', 'sangat', 'erti', 'jika', 'kita', 'ada', 'lambat', 'buat', 'bayar', 'terimakasih', 'banyak', 'kredivo']"
limit pinjam tidak bisa pakai lagi,"['limit', 'pinjam', 'tidak_bisa', 'pakai', 'lagi']"
luar biasa sangat bantu aplikasi ini proses super kilat saya udh ulang kali mnggunakan dana dikredivo sekali lagi terima kasih banyak kredivo jangan lupa kalau minjem lunas ya guys ingat hutang bawa mati,"['luar', 'biasa', 'sangat', 'bantu', 'aplikasi', 'ini', 'proses', 'super', 'kilat', 'saya', 'udh', 'ulang', 'kali', 'mnggunakan', 'dana', 'dikredivo', 'sekali', 'lagi', 'terima', 'kasih', 'banyak', 'kredivo', 'tidak_lupa', 'kalau', 'minjem', 'lunas', 'ya', 'guys', 'ingat', 'hutang', 'bawa', 'mati']"
masalah belum selesai pada belanja padahal virtual account nya sudah benar dan sudah di copy tapi selalu muncul tulis masuk virtual account dengan benarudh coba kali kali padahal,"['masalah', 'belum', 'selesai', 'pada', 'belanja', 'padahal', 'virtual', 'account', 'nya', 'sudah', 'benar', 'dan', 'sudah', 'di', 'copy', 'tapi', 'selalu', 'muncul', 'tulis', 'masuk', 'virtual', 'account', 'dengan', 'benarudh', 'coba', 'kali', 'kali', 'padahal']"
jadi ngawur kredivo kredit score transaksi pernah telat malah pas mau pake di batal terus kalo emg mau di pake limit nya loh usah ngadain aplikasi lah,"['jadi', 'ngawur', 'kredivo', 'kredit', 'score', 'transaksi', 'pernah', 'telat', 'malah', 'pas', 'mau', 'pake', 'di', 'batal', 'terus', 'kalo', 'emg', 'mau', 'di', 'pake', 'limit', 'nya', 'loh', 'usah', 'ngadain', 'aplikasi', 'lah']"
saya sangat senang dengan cepat dan efisiensi dari aplikasi kredivo selain aju limit yang mudah dan cepat aplikasi ini juga hanya perlu atau butuh infomasi minimal dengan tingkat tuju yang sangat kesan dana nya juga bisa di cair hanya saja menit saja saya sangat rekomendasi aplikasi kredivo kepada siapa yang butuh pinjam,"['saya', 'sangat', 'senang', 'dengan', 'cepat', 'dan', 'efisiensi', 'dari', 'aplikasi', 'kredivo', 'selain', 'aju', 'limit', 'yang', 'mudah', 'dan', 'cepat', 'aplikasi', 'ini', 'juga', 'hanya', 'perlu', 'atau', 'butuh', 'infomasi', 'minimal', 'dengan', 'tingkat', 'tuju', 'yang', 'sangat', 'kesan', 'dana', 'nya', 'juga', 'bisa', 'di', 'cair', 'hanya', 'saja', 'menit', 'saja', 'saya', 'sangat', 'rekomendasi', 'aplikasi', 'kredivo', 'kepada', 'siapa', 'yang', 'butuh', 'pinjam']"
aman nyaman  simple mudah bunga ringan  sangat bantu akan tetapi pinjam tidak bisa di laku padahal tidak ada cicil sama sekali  untuk tenor tolong bisa lebih lama lagi,"['aman', 'nyaman', '', 'simple', 'mudah', 'bunga', 'ringan', '', 'sangat', 'bantu', 'akan', 'tetapi', 'pinjam', 'tidak_bisa', 'di', 'laku', 'padahal', 'tidak_ada', 'cicil', 'sama', 'sekali', '', 'untuk', 'tenor', 'tolong', 'bisa', 'lebih', 'lama', 'lagi']"
pinjam di kredivo ok banget proses cepet bgt ga sampe menit cair mungkin karena saya lancar bayar kredivo bunga rendah di banding yg lain makasih kredivo sukses selalu ya,"['pinjam', 'di', 'kredivo', 'ok', 'banget', 'proses', 'cepet', 'bgt', 'ga', 'sampe', 'menit', 'cair', 'mungkin', 'karena', 'saya', 'lancar', 'bayar', 'kredivo', 'bunga', 'rendah', 'di', 'banding', 'yg', 'lain', 'makasih', 'kredivo', 'sukses', 'selalu', 'ya']"
limit lama naik,"['limit', 'lama', 'naik']"
buat kredivo saya sudah bayar tagih lunas bahkan yang belum jatuh tempo saja saya bayar kenapa di aplikasi masih ada tagih saya sudah nunggu jam tapi tidak ubah masih ada tagih hubung cs ga ada solusi,"['buat', 'kredivo', 'saya', 'sudah', 'bayar', 'tagih', 'lunas', 'bahkan', 'yang', 'belum', 'jatuh', 'tempo', 'saja', 'saya', 'bayar', 'kenapa', 'di', 'aplikasi', 'masih', 'ada', 'tagih', 'saya', 'sudah', 'nunggu', 'jam', 'tapi', 'tidak_ubah', 'masih', 'ada', 'tagih', 'hubung', 'cs', 'ga', 'ada', 'solusi']"
sangat bantu,"['sangat', 'bantu']"
ok siip mantap lagi darurat cepat di acc klo bisa bunga nya kecilin lagi mantap kredivo daftar nya jga gampang pko nya jos lah kredivo,"['ok', 'siip', 'mantap', 'lagi', 'darurat', 'cepat', 'di', 'acc', 'klo', 'bisa', 'bunga', 'nya', 'kecilin', 'lagi', 'mantap', 'kredivo', 'daftar', 'nya', 'jga', 'gampang', 'pko', 'nya', 'jos', 'lah', 'kredivo']"
tolong kalau ada server down diberitahukan dong ke guna saya barusan laku bayar tagih tapi nyata server down malah gak verifikasi mana jumlah banyak jarang jarang loh begini kredivo tolong lah semua udah bagus mudah guna proses cepet bunga rendah tp soal server down tolong di info ke guna dong jadi yang buru buru bayar tagih bisa nunggu sebentar buat baik cepet baik ya min,"['tolong', 'kalau', 'ada', 'server', 'down', 'diberitahukan', 'dong', 'ke', 'guna', 'saya', 'barusan', 'laku', 'bayar', 'tagih', 'tapi', 'nyata', 'server', 'down', 'malah', 'tidak_verifikasi', 'mana', 'jumlah', 'banyak', 'jarang', 'jarang', 'loh', 'begini', 'kredivo', 'tolong', 'lah', 'semua', 'udah', 'bagus', 'mudah', 'guna', 'proses', 'cepet', 'bunga', 'rendah', 'tp', 'soal', 'server', 'down', 'tolong', 'di', 'info', 'ke', 'guna', 'dong', 'jadi', 'yang', 'buru', 'buru', 'bayar', 'tagih', 'bisa', 'nunggu', 'sebentar', 'buat', 'baik', 'cepet', 'baik', 'ya', 'min']"
sytem aju kredivo minta akun yang pernah hasil transaksi saya sudah hubung akun buka lapak saya di credivo tapi gagal dengan alas saya belum pernah transaksi di buka lapak itu saya lebih dari sekali transaksi di buka lapak mengapa tidak bisa,"['sytem', 'aju', 'kredivo', 'minta', 'akun', 'yang', 'pernah', 'hasil', 'transaksi', 'saya', 'sudah', 'hubung', 'akun', 'buka', 'lapak', 'saya', 'di', 'credivo', 'tapi', 'gagal', 'dengan', 'alas', 'saya', 'belum', 'pernah', 'transaksi', 'di', 'buka', 'lapak', 'itu', 'saya', 'lebih', 'dari', 'sekali', 'transaksi', 'di', 'buka', 'lapak', 'mengapa', 'tidak_bisa']"
awal enak pakai kredivo tapi baru bulan ini transaksi guna qrisnya sudah ada tagih tapi di toko nya tidak masuk janji hari kerja tapi sampai saat ini blm juga selesai tangan,"['awal', 'enak', 'pakai', 'kredivo', 'tapi', 'baru', 'bulan', 'ini', 'transaksi', 'guna', 'qrisnya', 'sudah', 'ada', 'tagih', 'tapi', 'di', 'toko', 'nya', 'tidak_masuk', 'janji', 'hari', 'kerja', 'tapi', 'sampai', 'saat', 'ini', 'blm', 'juga', 'selesai', 'tangan']"
awal ny bantu banget cm makin kesini semua transaksi tidak bisa laku pdhl sya tidak prnh telat bayar tiap bln bahkan bln sekaligus sya sudah bayar tp knp transaksi belanja di ecommerce dan aju kredifaz selalu gagal pdhl sya jg sudah member premium,"['awal', 'ny', 'bantu', 'banget', 'cm', 'makin', 'kesini', 'semua', 'transaksi', 'tidak_bisa', 'laku', 'pdhl', 'sya', 'tidak_prnh', 'telat', 'bayar', 'tiap', 'bln', 'bahkan', 'bln', 'sekaligus', 'sya', 'sudah', 'bayar', 'tp', 'knp', 'transaksi', 'belanja', 'di', 'ecommerce', 'dan', 'aju', 'kredifaz', 'selalu', 'gagal', 'pdhl', 'sya', 'jg', 'sudah', 'member', 'premium']"
telah lunas hutang dari aplikasi ini akan saya uninstall saya blom pernah telat bayar di aplikasi ini gara akan jatuh tempo beberapa jam saja saya di telpon terus terus hampir celaka alias tabrak saya benar syok jadi itu,"['telah', 'lunas', 'hutang', 'dari', 'aplikasi', 'ini', 'akan', 'saya', 'uninstall', 'saya', 'blom', 'pernah', 'telat', 'bayar', 'di', 'aplikasi', 'ini', 'gara', 'akan', 'jatuh', 'tempo', 'beberapa', 'jam', 'saja', 'saya', 'di', 'telpon', 'terus', 'terus', 'hampir', 'celaka', 'alias', 'tabrak', 'saya', 'benar', 'syok', 'jadi', 'itu']"
tolong aplikasi nya di baik masa habis baru versi aplikasi nya jd selalu kedap kedip saya mau bayar tagih jd tidak bisa karena aplikasi eror kedap kedip terus,"['tolong', 'aplikasi', 'nya', 'di', 'baik', 'masa', 'habis', 'baru', 'versi', 'aplikasi', 'nya', 'jd', 'selalu', 'kedap', 'kedip', 'saya', 'mau', 'bayar', 'tagih', 'jd', 'tidak_bisa', 'karena', 'aplikasi', 'eror', 'kedap', 'kedip', 'terus']"
kredivo sangat bantu buat ekonomi saya tp sayang nya udah lebih kurang tahun saya pakai kredivo tp limit saya juga pernah naik padahal saya bayar nya tepat waktu dan untuk bayar nya kalo juga kalo bisa pakai aplikasi gopay atau ovo juga biar lebih mudah bayar nya trus untuk naik limit sudah kali saya laku upgrade tp upgrade nya di tolak trus padahal saya bayar gak pernah telat dari jt nya,"['kredivo', 'sangat', 'bantu', 'buat', 'ekonomi', 'saya', 'tp', 'sayang', 'nya', 'udah', 'lebih', 'kurang', 'tahun', 'saya', 'pakai', 'kredivo', 'tp', 'limit', 'saya', 'juga', 'pernah', 'naik', 'padahal', 'saya', 'bayar', 'nya', 'tepat', 'waktu', 'dan', 'untuk', 'bayar', 'nya', 'kalo', 'juga', 'kalo', 'bisa', 'pakai', 'aplikasi', 'gopay', 'atau', 'ovo', 'juga', 'biar', 'lebih', 'mudah', 'bayar', 'nya', 'trus', 'untuk', 'naik', 'limit', 'sudah', 'kali', 'saya', 'laku', 'upgrade', 'tp', 'upgrade', 'nya', 'di', 'tolak', 'trus', 'padahal', 'saya', 'bayar', 'tidak_pernah', 'telat', 'dari', 'jt', 'nya']"
layan yg cepat,"['layan', 'yg', 'cepat']"
baik,['baik']
saya ubah dr bintang jadi bintang pihak kolektor yg nelpon tidak punya atitud sama sekali nagih tanpa permisi salam dulu atau apa jgn langsung tanya bayar pake cara apa saya masuk kreditur yg lancar bayar tp klo nagihnya seperti ini saya gak terima saya hanya lupa blm buka lagi apk kredivo tagih olah olah udah nunggak hari padahal baru masuk tgl jatuh tempo ngingetin boleh tapi etika tetap harus jaga mau nurunin kelas  poin telah saya komen ini silah,"['saya', 'ubah', 'dr', 'bintang', 'jadi', 'bintang', 'pihak', 'kolektor', 'yg', 'nelpon', 'tidak_punya', 'atitud', 'sama', 'sekali', 'nagih', 'tanpa', 'permisi', 'salam', 'dulu', 'atau', 'apa', 'jgn', 'langsung', 'tanya', 'bayar', 'pake', 'cara', 'apa', 'saya', 'masuk', 'kreditur', 'yg', 'lancar', 'bayar', 'tp', 'klo', 'nagihnya', 'seperti', 'ini', 'saya', 'tidak_terima', 'saya', 'hanya', 'lupa', 'blm', 'buka', 'lagi', 'apk', 'kredivo', 'tagih', 'olah', 'olah', 'udah', 'nunggak', 'hari', 'padahal', 'baru', 'masuk', 'tgl', 'jatuh', 'tempo', 'ngingetin', 'boleh', 'tapi', 'etika', 'tetap', 'harus', 'jaga', 'mau', 'nurunin', 'kelas', '', 'poin', 'telah', 'saya', 'komen', 'ini', 'silah']"
aikasi yg bisa direkom hanya butuh waktu itungan menit sdh bs di acc dengan limit yg cukup besar untuk aju pertama kali moga depan bs lancar untuk yg lain,"['aikasi', 'yg', 'bisa', 'direkom', 'hanya', 'butuh', 'waktu', 'itungan', 'menit', 'sdh', 'bs', 'di', 'acc', 'dengan', 'limit', 'yg', 'cukup', 'besar', 'untuk', 'aju', 'pertama', 'kali', 'moga', 'depan', 'bs', 'lancar', 'untuk', 'yg', 'lain']"
aplikasi yang bagus dan sangat bantu baru daftar langsung dpt limit jt tingkat terus kredivo is the best,"['aplikasi', 'yang', 'bagus', 'dan', 'sangat', 'bantu', 'baru', 'daftar', 'langsung', 'dpt', 'limit', 'jt', 'tingkat', 'terus', 'kredivo', 'is', 'the', 'best']"
sip,['sip']
proses dan respon sangat sigab mantab sekali utama kredit bulan sangat mudah proses makin lama layan makin mantap mantap telah pasuk makin erat kerjasamanya dengan kredivo dan makin mantap,"['proses', 'dan', 'respon', 'sangat', 'sigab', 'mantab', 'sekali', 'utama', 'kredit', 'bulan', 'sangat', 'mudah', 'proses', 'makin', 'lama', 'layan', 'makin', 'mantap', 'mantap', 'telah', 'pasuk', 'makin', 'erat', 'kerjasamanya', 'dengan', 'kredivo', 'dan', 'makin', 'mantap']"
telah lunas hutang dari aplikasi ini akan saya uninstall saya blom pernah telat bayar di aplikasi ini gara akan jatuh tempo beberapa jam saja saya di telpon terus terus hampir celaka alias tabrak saya benar syok jadi itu,"['telah', 'lunas', 'hutang', 'dari', 'aplikasi', 'ini', 'akan', 'saya', 'uninstall', 'saya', 'blom', 'pernah', 'telat', 'bayar', 'di', 'aplikasi', 'ini', 'gara', 'akan', 'jatuh', 'tempo', 'beberapa', 'jam', 'saja', 'saya', 'di', 'telpon', 'terus', 'terus', 'hampir', 'celaka', 'alias', 'tabrak', 'saya', 'benar', 'syok', 'jadi', 'itu']"
aplikasi yang sangat bantu dan mudah hidup bunga rendah tenor tinggi saya sudah guna kredivo lama bln lama saya guna aplikasi ini sangat muas bayar ga ribet,"['aplikasi', 'yang', 'sangat', 'bantu', 'dan', 'mudah', 'hidup', 'bunga', 'rendah', 'tenor', 'tinggi', 'saya', 'sudah', 'guna', 'kredivo', 'lama', 'bln', 'lama', 'saya', 'guna', 'aplikasi', 'ini', 'sangat', 'muas', 'bayar', 'ga', 'ribet']"
cair cepat,"['cair', 'cepat']"
tolong balas email saya kenapa kredivo saya hasil transaksi tpi di merchant ga masuk dan uda masuk tagih tolong ya pihak kredivo saya gamau bayar kalo saya ga terima barang dan saya gamau data saya jelek cuma karna kredivo jadi tolong ya di bantu kecewa bangey si ini transaksi dari kemarin,"['tolong', 'balas', 'email', 'saya', 'kenapa', 'kredivo', 'saya', 'hasil', 'transaksi', 'tpi', 'di', 'merchant', 'ga', 'masuk', 'dan', 'uda', 'masuk', 'tagih', 'tolong', 'ya', 'pihak', 'kredivo', 'saya', 'gamau', 'bayar', 'kalo', 'saya', 'ga', 'terima', 'barang', 'dan', 'saya', 'gamau', 'data', 'saya', 'jelek', 'cuma', 'karna', 'kredivo', 'jadi', 'tolong', 'ya', 'di', 'bantu', 'kecewa', 'bangey', 'si', 'ini', 'transaksi', 'dari', 'kemarin']"
akun saya sudah bisa buka tapi kenapa akun saya tangguh aecara panen padahal tidak tagih apa di tanya cara live sama pihak kreivo jawab ada lambat tagih yang sudah cukup lama tapi ga da tagih sama sekali kan aneh,"['akun', 'saya', 'sudah', 'bisa', 'buka', 'tapi', 'kenapa', 'akun', 'saya', 'tangguh', 'aecara', 'panen', 'padahal', 'tidak_tagih', 'apa', 'di', 'tanya', 'cara', 'live', 'sama', 'pihak', 'kreivo', 'jawab', 'ada', 'lambat', 'tagih', 'yang', 'sudah', 'cukup', 'lama', 'tapi', 'ga', 'da', 'tagih', 'sama', 'sekali', 'kan', 'aneh']"
baik sekali,"['baik', 'sekali']"
sering masalah ketika guna untuk transaksi dan nyata tidak bisa padahal akun tidak blokir dan posisi tidak ada tunggak ndk nyaman dan buat malu kalo transaksi offline,"['sering', 'masalah', 'ketika', 'guna', 'untuk', 'transaksi', 'dan', 'nyata', 'tidak_bisa', 'padahal', 'akun', 'tidak_blokir', 'dan', 'posisi', 'tidak_ada', 'tunggak', 'ndk', 'nyaman', 'dan', 'buat', 'malu', 'kalo', 'transaksi', 'offline']"
tapi sayangnx di kredivo limit msih teesedia juta taoi di pakenya belanja gk bisa tampilanx bayar tidak sah buat apa ada limit sama aja bohong kenapa dari awal gk di tolak kalo takut gk di bayar kalo kita belanja,"['tapi', 'sayangnx', 'di', 'kredivo', 'limit', 'msih', 'teesedia', 'juta', 'taoi', 'di', 'pakenya', 'belanja', 'gk', 'bisa', 'tampilanx', 'bayar', 'tidak_sah', 'buat', 'apa', 'ada', 'limit', 'sama', 'aja', 'bohong', 'kenapa', 'dari', 'awal', 'gk', 'di', 'tolak', 'kalo', 'takut', 'gk', 'di', 'bayar', 'kalo', 'kita', 'belanja']"
semakkn di tingkat layan utama limit pinjam bagi yg bagus bayar nya makasih nnti di tambahin lg bintang untuk motivasi depan,"['semakkn', 'di', 'tingkat', 'layan', 'utama', 'limit', 'pinjam', 'bagi', 'yg', 'bagus', 'bayar', 'nya', 'makasih', 'nnti', 'di', 'tambahin', 'lg', 'bintang', 'untuk', 'motivasi', 'depan']"
betul kecewa dgn kredivo bayar ga pernah telat baru sekali telat itu pun berapa jam aja sudah saya bayar langsung kena denda bunga rban di tambah lagi denda tambah cicil bulan full baru ini ketemu di kredivo penambhan cicil bulan,"['betul', 'kecewa', 'dgn', 'kredivo', 'bayar', 'ga', 'pernah', 'telat', 'baru', 'sekali', 'telat', 'itu', 'pun', 'berapa', 'jam', 'aja', 'sudah', 'saya', 'bayar', 'langsung', 'kena', 'denda', 'bunga', 'rban', 'di', 'tambah', 'lagi', 'denda', 'tambah', 'cicil', 'bulan', 'full', 'baru', 'ini', 'ketemu', 'di', 'kredivo', 'penambhan', 'cicil', 'bulan']"
saya sangat kes sekali dengan aplikasi kredivo karna sederhana dan efisiensi samping proses aju limit nya sangat cepat aplikasi kredivo juga mudah dan tuju sangat cepat poko yg baik dari semua bagi kamu yg baru mau coba sangat saran yg ada di papan nama supaya proses aju cepat tuju untuk semua bagus bunga rendah terimakasih kredivo,"['saya', 'sangat', 'kes', 'sekali', 'dengan', 'aplikasi', 'kredivo', 'karna', 'sederhana', 'dan', 'efisiensi', 'samping', 'proses', 'aju', 'limit', 'nya', 'sangat', 'cepat', 'aplikasi', 'kredivo', 'juga', 'mudah', 'dan', 'tuju', 'sangat', 'cepat', 'poko', 'yg', 'baik', 'dari', 'semua', 'bagi', 'kamu', 'yg', 'baru', 'mau', 'coba', 'sangat', 'saran', 'yg', 'ada', 'di', 'papan', 'nama', 'supaya', 'proses', 'aju', 'cepat', 'tuju', 'untuk', 'semua', 'bagus', 'bunga', 'rendah', 'terimakasih', 'kredivo']"
sangat bantu,"['sangat', 'bantu']"
baru saja daftar malam coba guna tanpa ada jelas sama sekali tiba akun di blokir permanen iyasih itu hak kredifo dan kami cm guna tp kesanya kok semena telah proses daftar yg sdh di lalu mudah blokir pihak,"['baru', 'saja', 'daftar', 'malam', 'coba', 'guna', 'tanpa', 'ada', 'jelas', 'sama', 'sekali', 'tiba', 'akun', 'di', 'blokir', 'permanen', 'iyasih', 'itu', 'hak', 'kredifo', 'dan', 'kami', 'cm', 'guna', 'tp', 'kesanya', 'kok', 'semena', 'telah', 'proses', 'daftar', 'yg', 'sdh', 'di', 'lalu', 'mudah', 'blokir', 'pihak']"
kredivo maksud kalian itu gimana ko tidak terupdate kan ini jadi sudah kedau kali yg itu tagih sy itu sudah bayar lebih awal tapi tidak di update sampai ada lambat sampau capai an dan itu sy harus double bayar dan ini yg jadi ke dua kali sy harus bayar double lagi total tagih sudah saya balas email ke support kredivo buka mata dan liat dengan baik makanya buat fitur itu bisa di ss supaya ada bukti di aplikasi sendiri tidak bisa di ss,"['kredivo', 'maksud', 'kalian', 'itu', 'gimana', 'ko', 'tidak_terupdate', 'kan', 'ini', 'jadi', 'sudah', 'kedau', 'kali', 'yg', 'itu', 'tagih', 'sy', 'itu', 'sudah', 'bayar', 'lebih', 'awal', 'tapi', 'tidak_di', 'update', 'sampai', 'ada', 'lambat', 'sampau', 'capai', 'an', 'dan', 'itu', 'sy', 'harus', 'double', 'bayar', 'dan', 'ini', 'yg', 'jadi', 'ke', 'dua', 'kali', 'sy', 'harus', 'bayar', 'double', 'lagi', 'total', 'tagih', 'sudah', 'saya', 'balas', 'email', 'ke', 'support', 'kredivo', 'buka', 'mata', 'dan', 'liat', 'dengan', 'baik', 'makanya', 'buat', 'fitur', 'itu', 'bisa', 'di', 'ss', 'supaya', 'ada', 'bukti', 'di', 'aplikasi', 'sendiri', 'tidak_bisa', 'di', 'ss']"
sangat bantu untuk darurat bunga rendah sangat flexible offline online tingkat teruss,"['sangat', 'bantu', 'untuk', 'darurat', 'bunga', 'rendah', 'sangat', 'flexible', 'offline', 'online', 'tingkat', 'teruss']"
aplikasi sangat bantu,"['aplikasi', 'sangat', 'bantu']"
hari ini akun kredivo basic sy terupgrad cara otomatis jadi akun premium neng sih karna sudah jd akun premium cuman kenapa tiba limit saya jadi nol jadi saya tidak bisa laku transaksi pakai paylater kredivo lg karna limit jd nol,"['hari', 'ini', 'akun', 'kredivo', 'basic', 'sy', 'terupgrad', 'cara', 'otomatis', 'jadi', 'akun', 'premium', 'neng', 'sih', 'karna', 'sudah', 'jd', 'akun', 'premium', 'cuman', 'kenapa', 'tiba', 'limit', 'saya', 'jadi', 'nol', 'jadi', 'saya', 'tidak_bisa', 'laku', 'transaksi', 'pakai', 'paylater', 'kredivo', 'lg', 'karna', 'limit', 'jd', 'nol']"
sangat bantu,"['sangat', 'bantu']"
lumayan aplikasi nya enak proses nya juga cepet nggak butuh waktu lama cuma sayang nya tiap transaksi limit nya gx bisa naik ngajuin juga di tolak teruss padahal udah sering transaksi pake kredivo,"['lumayan', 'aplikasi', 'nya', 'enak', 'proses', 'nya', 'juga', 'cepet', 'nggak', 'butuh', 'waktu', 'lama', 'cuma', 'sayang', 'nya', 'tiap', 'transaksi', 'limit', 'nya', 'gx', 'bisa', 'naik', 'ngajuin', 'juga', 'di', 'tolak', 'teruss', 'padahal', 'udah', 'sering', 'transaksi', 'pake', 'kredivo']"
saya beri bintang satu saja ya karena layan sangat buruk setor tidak pernah telat bahkan bayar lebih awal limit tiap bulan kurang terus sangat jijik aplikasi buruk dalam sejarah aplikasi sampah,"['saya', 'beri', 'bintang', 'satu', 'saja', 'ya', 'karena', 'layan', 'sangat', 'buruk', 'setor', 'tidak_pernah', 'telat', 'bahkan', 'bayar', 'lebih', 'awal', 'limit', 'tiap', 'bulan', 'kurang', 'terus', 'sangat', 'jijik', 'aplikasi', 'buruk', 'dalam', 'sejarah', 'aplikasi', 'sampah']"
sangat bantu,"['sangat', 'bantu']"
sy guna lama ga pernah telat bru kali ini telat hr udh di datengin ke rumah orang sekaligus menggunakn dua motor seperti buron sy ini padahal hr telat sy cicil dengan bayar denda nya yg gede bgt  cuy hr itu juga qu bayar tunggak sy krn no kompromi atau erti kondisi sy bayar dengan jual barang yg saya punya tdk timbang rekam jejak bayar sy ini kredivo ekonomi ga lama bagus harus lihat dulu apakah sy baru di kredivo atau nasabah lama,"['sy', 'guna', 'lama', 'ga', 'pernah', 'telat', 'bru', 'kali', 'ini', 'telat', 'hr', 'udh', 'di', 'datengin', 'ke', 'rumah', 'orang', 'sekaligus', 'menggunakn', 'dua', 'motor', 'seperti', 'buron', 'sy', 'ini', 'padahal', 'hr', 'telat', 'sy', 'cicil', 'dengan', 'bayar', 'denda', 'nya', 'yg', 'gede', 'bgt', '', 'cuy', 'hr', 'itu', 'juga', 'qu', 'bayar', 'tunggak', 'sy', 'krn', 'no', 'kompromi', 'atau', 'erti', 'kondisi', 'sy', 'bayar', 'dengan', 'jual', 'barang', 'yg', 'saya', 'punya', 'tdk', 'timbang', 'rekam', 'jejak', 'bayar', 'sy', 'ini', 'kredivo', 'ekonomi', 'ga', 'lama', 'bagus', 'harus', 'lihat', 'dulu', 'apakah', 'sy', 'baru', 'di', 'kredivo', 'atau', 'nasabah', 'lama']"
