CaseFolding,Tokenizing
buat naik limit nya susah banget sih padahal sy pakai kredivo udah lama,"['buat', 'naik', 'limit', 'nya', 'susah', 'banget', 'sih', 'padahal', 'sy', 'pakai', 'kredivo', 'udah', 'lama']"
the best pokok nya apk kredivo tidak ada tandingannya  % membantu dan nge bantu juga buat klian ini real saya sudah lama menggunakan apk ini dan aman serta tidak merugikan sama  menguntungkan ,"['the', 'best', 'pokok', 'nya', 'apk', 'kredivo', 'tidak', 'ada', 'tandingannya', '%', 'membantu', 'dan', 'nge', 'bantu', 'juga', 'buat', 'klian', 'ini', 'real', 'saya', 'sudah', 'lama', 'menggunakan', 'apk', 'ini', 'dan', 'aman', 'serta', 'tidak', 'merugikan', 'sama', 'menguntungkan']"
alhamdulillah beberapa layanan aplikasi bisa dipakai walaupun layanan pinjaman uang belum tapi sabar saja nanti juga bakal di kasih sama kredivo kita ikut sistem saja terimakasih kredivo,"['alhamdulillah', 'beberapa', 'layanan', 'aplikasi', 'bisa', 'dipakai', 'walaupun', 'layanan', 'pinjaman', 'uang', 'belum', 'tapi', 'sabar', 'saja', 'nanti', 'juga', 'bakal', 'di', 'kasih', 'sama', 'kredivo', 'kita', 'ikut', 'sistem', 'saja', 'terimakasih', 'kredivo']"
saya tidak mengerti dengan aplikasi ini data sudah lengkap semua termasuk bpjstk npwp tp kenapa tidak di setujui sudah menunggu selama bulan masih saja tidak di setujui buat apa ada email sms masuk klo ujung di tolak juga,"['saya', 'tidak', 'mengerti', 'dengan', 'aplikasi', 'ini', 'data', 'sudah', 'lengkap', 'semua', 'termasuk', 'bpjstk', 'npwp', 'tp', 'kenapa', 'tidak', 'di', 'setujui', 'sudah', 'menunggu', 'selama', 'bulan', 'masih', 'saja', 'tidak', 'di', 'setujui', 'buat', 'apa', 'ada', 'email', 'sms', 'masuk', 'klo', 'ujung', 'di', 'tolak', 'juga']"
tidak pernah telat bayar  bayar selalu tepat waktu  limit sudah bertambah namun sudah seminggu lebih akun tidak bisa dipakai  sudah hubungi cs nya namun cs nya juga tidak bisa membantu  andai ada penilaian  minus  maka saya kasih karna bintang sudah terlalu bagus,"['tidak', 'pernah', 'telat', 'bayar', 'bayar', 'selalu', 'tepat', 'waktu', 'limit', 'sudah', 'bertambah', 'namun', 'sudah', 'seminggu', 'lebih', 'akun', 'tidak', 'bisa', 'dipakai', 'sudah', 'hubungi', 'cs', 'nya', 'namun', 'cs', 'nya', 'juga', 'tidak', 'bisa', 'membantu', 'andai', 'ada', 'penilaian', 'minus', 'maka', 'saya', 'kasih', 'karna', 'bintang', 'sudah', 'terlalu', 'bagus']"
jos,['jos']
saya bingung saya sudah lama makai kredivo sudah tahun kenapa setiap mau belanja di merchant toko pedia status transaksi tidak sah limit saya ada tapi gak bisa dan kenapa limit saya berkurang terus makin kesini kredivo makin tidak nyaman memakainya,"['saya', 'bingung', 'saya', 'sudah', 'lama', 'makai', 'kredivo', 'sudah', 'tahun', 'kenapa', 'setiap', 'mau', 'belanja', 'di', 'merchant', 'toko', 'pedia', 'status', 'transaksi', 'tidak', 'sah', 'limit', 'saya', 'ada', 'tapi', 'gak', 'bisa', 'dan', 'kenapa', 'limit', 'saya', 'berkurang', 'terus', 'makin', 'kesini', 'kredivo', 'makin', 'tidak', 'nyaman', 'memakainya']"
setelah lama pakai kredivo  sangat menyesal tidak menguninstall lebih cepat  pelayanan tidak memuaskan  jatuh tempo yg dipercepat atau tidak jelas  denda yang tinggi hanya terlambat satu hari  sangat tidak wajar  menolak lebih lama menggunakan kredivo,"['setelah', 'lama', 'pakai', 'kredivo', 'sangat', 'menyesal', 'tidak', 'menguninstall', 'lebih', 'cepat', 'pelayanan', 'tidak', 'memuaskan', 'jatuh', 'tempo', 'yg', 'dipercepat', 'atau', 'tidak', 'jelas', 'denda', 'yang', 'tinggi', 'hanya', 'terlambat', 'satu', 'hari', 'sangat', 'tidak', 'wajar', 'menolak', 'lebih', 'lama', 'menggunakan', 'kredivo']"
kredivo top banget deh awalnya saya cuma coba  tp sekarang udah nyaman banget pake kredivo selama pembayaran tepat waktu,"['kredivo', 'top', 'banget', 'deh', 'awalnya', 'saya', 'cuma', 'coba', 'tp', 'sekarang', 'udah', 'nyaman', 'banget', 'pake', 'kredivo', 'selama', 'pembayaran', 'tepat', 'waktu']"
sangat membantu,"['sangat', 'membantu']"
terima kasih kredivo udah pendaftarannya mudah ansurannya pun bisa kita atur agar kita bisa ringan membayarnya dimana lagi klu bukan di kredivo semoga pembayarannya lancar tanpa ada kendala dalam pembayarannya nanti ya,"['terima', 'kasih', 'kredivo', 'udah', 'pendaftarannya', 'mudah', 'ansurannya', 'pun', 'bisa', 'kita', 'atur', 'agar', 'kita', 'bisa', 'ringan', 'membayarnya', 'dimana', 'lagi', 'klu', 'bukan', 'di', 'kredivo', 'semoga', 'pembayarannya', 'lancar', 'tanpa', 'ada', 'kendala', 'dalam', 'pembayarannya', 'nanti', 'ya']"
alkhamdulillaah dengan aplikasi kredivo jadi sangat membantu kebutuhan mendadak kami  aplikasi yg sangat keren  mudah dalam mengisi data dan pencairan sangat cepat sekali  semoga kredivo semakin lebih baik lagi dalam pelayannya dan banyak membantu kita  yang sedang butuh cepat,"['alkhamdulillaah', 'dengan', 'aplikasi', 'kredivo', 'jadi', 'sangat', 'membantu', 'kebutuhan', 'mendadak', 'kami', 'aplikasi', 'yg', 'sangat', 'keren', 'mudah', 'dalam', 'mengisi', 'data', 'dan', 'pencairan', 'sangat', 'cepat', 'sekali', 'semoga', 'kredivo', 'semakin', 'lebih', 'baik', 'lagi', 'dalam', 'pelayannya', 'dan', 'banyak', 'membantu', 'kita', 'yang', 'sedang', 'butuh', 'cepat']"
saya suka aplikasinya sangat membantu tapi saya kecewa  karena pengaduan saya melalui chat admin tdk ada respon sama sekali  saya bertransaksi menggunakan cris tapi edc nya gangguan  dan memang tdk terbayarkan  ketika saya mengulang lagi transaksi nya berhasil  tapi malah menjadi tagihan kali padahal saya cuma transaksi hanya kali saja  saya kecewa dan maaf saya harus hapus akun setelah membayar lunas cicilan ku  kecewa  memang nilainya gak seberapa tapi kepercayaan ku hilang,"['saya', 'suka', 'aplikasinya', 'sangat', 'membantu', 'tapi', 'saya', 'kecewa', 'karena', 'pengaduan', 'saya', 'melalui', 'chat', 'admin', 'tdk', 'ada', 'respon', 'sama', 'sekali', 'saya', 'bertransaksi', 'menggunakan', 'cris', 'tapi', 'edc', 'nya', 'gangguan', 'dan', 'memang', 'tdk', 'terbayarkan', 'ketika', 'saya', 'mengulang', 'lagi', 'transaksi', 'nya', 'berhasil', 'tapi', 'malah', 'menjadi', 'tagihan', 'kali', 'padahal', 'saya', 'cuma', 'transaksi', 'hanya', 'kali', 'saja', 'saya', 'kecewa', 'dan', 'maaf', 'saya', 'harus', 'hapus', 'akun', 'setelah', 'membayar', 'lunas', 'cicilan', 'ku', 'kecewa', 'memang', 'nilainya', 'gak', 'seberapa', 'tapi', 'kepercayaan', 'ku', 'hilang']"
setelah update terakhir jadi suka forceclose sendiri  hapus cache dan berhenti paksa masih tetap saja  uninstall dan install ulang masih tetap saja  tolong diperbaiki untuk update yg bikin kembali ke performa awal yg aplikasinya normal tanpa kendala,"['setelah', 'update', 'terakhir', 'jadi', 'suka', 'forceclose', 'sendiri', 'hapus', 'cache', 'dan', 'berhenti', 'paksa', 'masih', 'tetap', 'saja', 'uninstall', 'dan', 'install', 'ulang', 'masih', 'tetap', 'saja', 'tolong', 'diperbaiki', 'untuk', 'update', 'yg', 'bikin', 'kembali', 'ke', 'performa', 'awal', 'yg', 'aplikasinya', 'normal', 'tanpa', 'kendala']"
tidak ada peningkatan tenor dan limitnya padahal saya penguna lama yg slalu bayar tepat waktu dan tidak ada penilaian sistem kredivo positif untuk pengguna yg penilaian di sistem tidak seperti gopaylater akulaku indodana dan lain lain nya penguna penilaian baik slalu di berikan tenor atau limit meningkat walau tanpa data yg pormal seperti bpjs tenanga kerja atau npwp di situlah kredivo tidak bisa di andalkan dan tidak ada penilaian penguna yg baik ,"['tidak', 'ada', 'peningkatan', 'tenor', 'dan', 'limitnya', 'padahal', 'saya', 'penguna', 'lama', 'yg', 'slalu', 'bayar', 'tepat', 'waktu', 'dan', 'tidak', 'ada', 'penilaian', 'sistem', 'kredivo', 'positif', 'untuk', 'pengguna', 'yg', 'penilaian', 'di', 'sistem', 'tidak', 'seperti', 'gopaylater', 'akulaku', 'indodana', 'dan', 'lain', 'lain', 'nya', 'penguna', 'penilaian', 'baik', 'slalu', 'di', 'berikan', 'tenor', 'atau', 'limit', 'meningkat', 'walau', 'tanpa', 'data', 'yg', 'pormal', 'seperti', 'bpjs', 'tenanga', 'kerja', 'atau', 'npwp', 'di', 'situlah', 'kredivo', 'tidak', 'bisa', 'di', 'andalkan', 'dan', 'tidak', 'ada', 'penilaian', 'penguna', 'yg', 'baik']"
mengajukan beberapa kali dengan limit sesuai tapi di tolak terus lalu limit di kecilkan tetap saja di tolak di chat live juga gk ada respon di email tidak ada jawaban lalu di wa yg centang hijau juga dengan jawaban alasan keamanan dan coba limit lebih kecil terlebih dahulu tetap tidak bisa padahal bayar tidak pernah telat  kalau begini mending saya tutup saja kalau sudah tidak bisa di pakai dan tidak berguna ,"['mengajukan', 'beberapa', 'kali', 'dengan', 'limit', 'sesuai', 'tapi', 'di', 'tolak', 'terus', 'lalu', 'limit', 'di', 'kecilkan', 'tetap', 'saja', 'di', 'tolak', 'di', 'chat', 'live', 'juga', 'gk', 'ada', 'respon', 'di', 'email', 'tidak', 'ada', 'jawaban', 'lalu', 'di', 'wa', 'yg', 'centang', 'hijau', 'juga', 'dengan', 'jawaban', 'alasan', 'keamanan', 'dan', 'coba', 'limit', 'lebih', 'kecil', 'terlebih', 'dahulu', 'tetap', 'tidak', 'bisa', 'padahal', 'bayar', 'tidak', 'pernah', 'telat', 'kalau', 'begini', 'mending', 'saya', 'tutup', 'saja', 'kalau', 'sudah', 'tidak', 'bisa', 'di', 'pakai', 'dan', 'tidak', 'berguna']"
saya sangat terbantu dgn adanya kredivo paylater  yg sulit jd mudah  tp knp layanan kredifazz nya jd tdk ada  padahal saya bayar selalu tepat waktu  malah seminggu sblm jth tempo sdh di dibayarkan,"['saya', 'sangat', 'terbantu', 'dgn', 'adanya', 'kredivo', 'paylater', 'yg', 'sulit', 'jd', 'mudah', 'tp', 'knp', 'layanan', 'kredifazz', 'nya', 'jd', 'tdk', 'ada', 'padahal', 'saya', 'bayar', 'selalu', 'tepat', 'waktu', 'malah', 'seminggu', 'sblm', 'jth', 'tempo', 'sdh', 'di', 'dibayarkan']"
bagus banget sih kredivo ringan gak seperti aplikasi lain  limit juga selalu bertambah setelah pinjaman selesai  gak ribet juga  ah pokoknya the best lah  yang penting konsisten ya temen temen  dan bayar tepat waktu ,"['bagus', 'banget', 'sih', 'kredivo', 'ringan', 'gak', 'seperti', 'aplikasi', 'lain', 'limit', 'juga', 'selalu', 'bertambah', 'setelah', 'pinjaman', 'selesai', 'gak', 'ribet', 'juga', 'ah', 'pokoknya', 'the', 'best', 'lah', 'yang', 'penting', 'konsisten', 'ya', 'temen', 'temen', 'dan', 'bayar', 'tepat', 'waktu']"
sangat membantu sekali,"['sangat', 'membantu', 'sekali']"
keren kredivo  baru mulai limit sedikit gak apalah  yg pnting jualan pulsaku lancar aku gak masalah limit sedikit yg pnting lancar jaya  jualan aku kredivo tetap jaya ya,"['keren', 'kredivo', 'baru', 'mulai', 'limit', 'sedikit', 'gak', 'apalah', 'yg', 'pnting', 'jualan', 'pulsaku', 'lancar', 'aku', 'gak', 'masalah', 'limit', 'sedikit', 'yg', 'pnting', 'lancar', 'jaya', 'jualan', 'aku', 'kredivo', 'tetap', 'jaya', 'ya']"
sementara saya kasih bintang dulu soalnya mau coba dulu tenor yg baru karena baru ter upgrade secara otomatis tapi secara keseluruhan alhamdulillah aplikasi kredivo sangat membantu sekali untuk biaya keseharian saya tolong untuk penagihan terutama saya cukup sekali saja dan gak perlu pakai bahasa yg keras karena saya juga ingin semua berjalan lancar terima kasih kredivo ,"['sementara', 'saya', 'kasih', 'bintang', 'dulu', 'soalnya', 'mau', 'coba', 'dulu', 'tenor', 'yg', 'baru', 'karena', 'baru', 'ter', 'upgrade', 'secara', 'otomatis', 'tapi', 'secara', 'keseluruhan', 'alhamdulillah', 'aplikasi', 'kredivo', 'sangat', 'membantu', 'sekali', 'untuk', 'biaya', 'keseharian', 'saya', 'tolong', 'untuk', 'penagihan', 'terutama', 'saya', 'cukup', 'sekali', 'saja', 'dan', 'gak', 'perlu', 'pakai', 'bahasa', 'yg', 'keras', 'karena', 'saya', 'juga', 'ingin', 'semua', 'berjalan', 'lancar', 'terima', 'kasih', 'kredivo']"
mantan kali,"['mantan', 'kali']"
aplikasi sangat buruk pembayaran bagus tidak pernah terlambat skor akun sudah premium tiba tiba di blokir secara permanen  takutnya data di salah gunakan dengan alasan isu keamanan transaksi di tanya balik nga bisa di jawab,"['aplikasi', 'sangat', 'buruk', 'pembayaran', 'bagus', 'tidak', 'pernah', 'terlambat', 'skor', 'akun', 'sudah', 'premium', 'tiba', 'tiba', 'di', 'blokir', 'secara', 'permanen', 'takutnya', 'data', 'di', 'salah', 'gunakan', 'dengan', 'alasan', 'isu', 'keamanan', 'transaksi', 'di', 'tanya', 'balik', 'nga', 'bisa', 'di', 'jawab']"
masa blum waktu jatuh tempo udah ditagih dengan alasan katanya ada double pengajuan malah disuruh balikin skrg lagi ini mah namanya tdk sesuai dengan yang diaplikasi trus pas di kasi tau malah ngga mau denger malah ngancam  lagi  saya kan maunya bayar pas hampir masa tenggatnya intinya ngga telat eh malah disuruh buru  bayar sama csnya skrg lagi hadehh,"['masa', 'blum', 'waktu', 'jatuh', 'tempo', 'udah', 'ditagih', 'dengan', 'alasan', 'katanya', 'ada', 'double', 'pengajuan', 'malah', 'disuruh', 'balikin', 'skrg', 'lagi', 'ini', 'mah', 'namanya', 'tdk', 'sesuai', 'dengan', 'yang', 'diaplikasi', 'trus', 'pas', 'di', 'kasi', 'tau', 'malah', 'ngga', 'mau', 'denger', 'malah', 'ngancam', 'lagi', 'saya', 'kan', 'maunya', 'bayar', 'pas', 'hampir', 'masa', 'tenggatnya', 'intinya', 'ngga', 'telat', 'eh', 'malah', 'disuruh', 'buru', 'bayar', 'sama', 'csnya', 'skrg', 'lagi', 'hadehh']"
sejauh ini memang sangat membantu  banyak voucher diskonnya juga  tapi saya heran  saya gk pernah telat bayar  kenapa di telpon telpon terus  di aplikasi sudah masuk transaksi pembayaran  apa mungkin di sistem blm terbacaa  lambat sekali info pembayarannya update,"['sejauh', 'ini', 'memang', 'sangat', 'membantu', 'banyak', 'voucher', 'diskonnya', 'juga', 'tapi', 'saya', 'heran', 'saya', 'gk', 'pernah', 'telat', 'bayar', 'kenapa', 'di', 'telpon', 'telpon', 'terus', 'di', 'aplikasi', 'sudah', 'masuk', 'transaksi', 'pembayaran', 'apa', 'mungkin', 'di', 'sistem', 'blm', 'terbacaa', 'lambat', 'sekali', 'info', 'pembayarannya', 'update']"
simpel&mudah sangat bermanfaat ga prlu ribet untuk melakukan transaksi online bs juga klo kita lg butuh uang kepepet tinggal pilih mo brpa bulan smoga kredivo tambah sukses lg tambah berkembang smoga kredivo tambah maju dan bmyk diminati masyarakat indonesia klo bs bunga diperkecil biar terjangkau rakyat kecil,"['simpel', '&', 'mudah', 'sangat', 'bermanfaat', 'ga', 'prlu', 'ribet', 'untuk', 'melakukan', 'transaksi', 'online', 'bs', 'juga', 'klo', 'kita', 'lg', 'butuh', 'uang', 'kepepet', 'tinggal', 'pilih', 'mo', 'brpa', 'bulan', 'smoga', 'kredivo', 'tambah', 'sukses', 'lg', 'tambah', 'berkembang', 'smoga', 'kredivo', 'tambah', 'maju', 'dan', 'bmyk', 'diminati', 'masyarakat', 'indonesia', 'klo', 'bs', 'bunga', 'diperkecil', 'biar', 'terjangkau', 'rakyat', 'kecil']"
aplikasi yang sangat sangat tidak bagus dan tidak berguna setiap masalah tidak ada jawaban dan penyelesaiannya  cs nya pun tidak berguna  hanya bot yang ga jejas dan menyampaikan hal hal ga penting yang terus berulang semoga aplikasi kredivo kedepannya bisa lebih buruk lagi  terima kasih kredivo,"['aplikasi', 'yang', 'sangat', 'sangat', 'tidak', 'bagus', 'dan', 'tidak', 'berguna', 'setiap', 'masalah', 'tidak', 'ada', 'jawaban', 'dan', 'penyelesaiannya', 'cs', 'nya', 'pun', 'tidak', 'berguna', 'hanya', 'bot', 'yang', 'ga', 'jejas', 'dan', 'menyampaikan', 'hal', 'hal', 'ga', 'penting', 'yang', 'terus', 'berulang', 'semoga', 'aplikasi', 'kredivo', 'kedepannya', 'bisa', 'lebih', 'buruk', 'lagi', 'terima', 'kasih', 'kredivo']"
kredivo cukup membantu lah di saat seperti ini apalagi pas mau bayar spp sekolah sipplah mudah an lancar kedepanya amin dan pakai kredivo semakin mudah untuk transaksi apa saja dan kalau bisa untuk cicilan pinjaman tunainya diperpanjang sampai bulanterima kasih kredivo kredivo semakin ke depan semakin mudah semoga kredivo kedepanya semakin mempermudah dalam segalanya,"['kredivo', 'cukup', 'membantu', 'lah', 'di', 'saat', 'seperti', 'ini', 'apalagi', 'pas', 'mau', 'bayar', 'spp', 'sekolah', 'sipplah', 'mudah', 'an', 'lancar', 'kedepanya', 'amin', 'dan', 'pakai', 'kredivo', 'semakin', 'mudah', 'untuk', 'transaksi', 'apa', 'saja', 'dan', 'kalau', 'bisa', 'untuk', 'cicilan', 'pinjaman', 'tunainya', 'diperpanjang', 'sampai', 'bulanterima', 'kasih', 'kredivo', 'kredivo', 'semakin', 'ke', 'depan', 'semakin', 'mudah', 'semoga', 'kredivo', 'kedepanya', 'semakin', 'mempermudah', 'dalam', 'segalanya']"
bagi saya apk kredivo bagus banget dan praktis proses cepat saya udah langganan sejak thun sampai sekarang tidak ada kendala apapun bunga nya pun ga tinggi bagi saya kredivo mantap dan joss sukses selalu kredivo,"['bagi', 'saya', 'apk', 'kredivo', 'bagus', 'banget', 'dan', 'praktis', 'proses', 'cepat', 'saya', 'udah', 'langganan', 'sejak', 'thun', 'sampai', 'sekarang', 'tidak', 'ada', 'kendala', 'apapun', 'bunga', 'nya', 'pun', 'ga', 'tinggi', 'bagi', 'saya', 'kredivo', 'mantap', 'dan', 'joss', 'sukses', 'selalu', 'kredivo']"
pinter sekali orang kalo mau cari untung  dibalik kesulitan orang lain mereka masih juga bisa memeras kita  katanya bunya ringan namun biaya lainnya besar sekali bunganya  inilah pertama dan terakhir menggunakan aplikasi ini  aplikasi yg merugikan konsumen  saya sengaja kasih bintang lima supaya komentar saya ini berada di paling atas agar kalian tahu atas kekecewaan kami terhadap promosi dari aplikasi ini,"['pinter', 'sekali', 'orang', 'kalo', 'mau', 'cari', 'untung', 'dibalik', 'kesulitan', 'orang', 'lain', 'mereka', 'masih', 'juga', 'bisa', 'memeras', 'kita', 'katanya', 'bunya', 'ringan', 'namun', 'biaya', 'lainnya', 'besar', 'sekali', 'bunganya', 'inilah', 'pertama', 'dan', 'terakhir', 'menggunakan', 'aplikasi', 'ini', 'aplikasi', 'yg', 'merugikan', 'konsumen', 'saya', 'sengaja', 'kasih', 'bintang', 'lima', 'supaya', 'komentar', 'saya', 'ini', 'berada', 'di', 'paling', 'atas', 'agar', 'kalian', 'tahu', 'atas', 'kekecewaan', 'kami', 'terhadap', 'promosi', 'dari', 'aplikasi', 'ini']"
puas,['puas']
aplikasi yg mempermudah cicilan  bunga nya ga besar  tenor bisa sampe bulan  klo beli tgl ya bayar tgl,"['aplikasi', 'yg', 'mempermudah', 'cicilan', 'bunga', 'nya', 'ga', 'besar', 'tenor', 'bisa', 'sampe', 'bulan', 'klo', 'beli', 'tgl', 'ya', 'bayar', 'tgl']"
jika yg perdana ini lancar dan tidak ada kendala kemudian limit terus meningkat dan vitur  dan mercan  di aplikasi ini bagus dan layak maka ini adalah pilihan terbaik sementara dulu next klo bagus kita tingkatkan,"['jika', 'yg', 'perdana', 'ini', 'lancar', 'dan', 'tidak', 'ada', 'kendala', 'kemudian', 'limit', 'terus', 'meningkat', 'dan', 'vitur', 'dan', 'mercan', 'di', 'aplikasi', 'ini', 'bagus', 'dan', 'layak', 'maka', 'ini', 'adalah', 'pilihan', 'terbaik', 'sementara', 'dulu', 'next', 'klo', 'bagus', 'kita', 'tingkatkan']"
aplikasi paling buruk sedunia,"['aplikasi', 'paling', 'buruk', 'sedunia']"
berkali kali gagal transaksi padahal limit masih ada gak sampe melebihi batas alasannya cuman demi keamanan akun sementara waktu tidak bisa melakukan transaksi heleh,"['berkali', 'kali', 'gagal', 'transaksi', 'padahal', 'limit', 'masih', 'ada', 'gak', 'sampe', 'melebihi', 'batas', 'alasannya', 'cuman', 'demi', 'keamanan', 'akun', 'sementara', 'waktu', 'tidak', 'bisa', 'melakukan', 'transaksi', 'heleh']"
jelek banget  bilang nya transaksi buat naikin limit tp giliran di pake buat transaksi malah tidak bisa dan alasan nya untuk menjaga keamanan akun  ini tolol sekali nama nya  saya saran kan buat pengguna baru yg ingin mencoba mending urung kan niat saja  krna ini aplikasi yg paling tidak jelas,"['jelek', 'banget', 'bilang', 'nya', 'transaksi', 'buat', 'naikin', 'limit', 'tp', 'giliran', 'di', 'pake', 'buat', 'transaksi', 'malah', 'tidak', 'bisa', 'dan', 'alasan', 'nya', 'untuk', 'menjaga', 'keamanan', 'akun', 'ini', 'tolol', 'sekali', 'nama', 'nya', 'saya', 'saran', 'kan', 'buat', 'pengguna', 'baru', 'yg', 'ingin', 'mencoba', 'mending', 'urung', 'kan', 'niat', 'saja', 'krna', 'ini', 'aplikasi', 'yg', 'paling', 'tidak', 'jelas']"
sangat bagus  dan mbantu sekali  terus tingkatkan layanannya makin sukses  sipp  sangat membantu sangat puas karena saat perlu bisa langsung pakai tanpa ribet,"['sangat', 'bagus', 'dan', 'mbantu', 'sekali', 'terus', 'tingkatkan', 'layanannya', 'makin', 'sukses', 'sipp', 'sangat', 'membantu', 'sangat', 'puas', 'karena', 'saat', 'perlu', 'bisa', 'langsung', 'pakai', 'tanpa', 'ribet']"
ada limit tidak bisa belanja selalu begini kredivo  setiap hbs pembayaran ada limit tdk bs belanja padahal bayar juga tdk pernah telat  kalo begini mending td ga aku bayar,"['ada', 'limit', 'tidak', 'bisa', 'belanja', 'selalu', 'begini', 'kredivo', 'setiap', 'hbs', 'pembayaran', 'ada', 'limit', 'tdk', 'bs', 'belanja', 'padahal', 'bayar', 'juga', 'tdk', 'pernah', 'telat', 'kalo', 'begini', 'mending', 'td', 'ga', 'aku', 'bayar']"
sangat membantu untuk bayar listrik token klo lagi ke pepet  terima kasih  semoga lebih baik lagi  sukses untuk kredivo  tenor untuk pinjaman bln sudah terbuka  pasti lebih enak  good job,"['sangat', 'membantu', 'untuk', 'bayar', 'listrik', 'token', 'klo', 'lagi', 'ke', 'pepet', 'terima', 'kasih', 'semoga', 'lebih', 'baik', 'lagi', 'sukses', 'untuk', 'kredivo', 'tenor', 'untuk', 'pinjaman', 'bln', 'sudah', 'terbuka', 'pasti', 'lebih', 'enak', 'good', 'job']"
bagus banget soalnya membantu sekali di saat kita tiba ngak bisa keluar beli pulsa langsung aja masuk ke kredivo cuman agak kecewa dengan limitnya udah transaksi berkali kali bayarnya juga ngak pernah telat tapi ngasi limitnya dikit,"['bagus', 'banget', 'soalnya', 'membantu', 'sekali', 'di', 'saat', 'kita', 'tiba', 'ngak', 'bisa', 'keluar', 'beli', 'pulsa', 'langsung', 'aja', 'masuk', 'ke', 'kredivo', 'cuman', 'agak', 'kecewa', 'dengan', 'limitnya', 'udah', 'transaksi', 'berkali', 'kali', 'bayarnya', 'juga', 'ngak', 'pernah', 'telat', 'tapi', 'ngasi', 'limitnya', 'dikit']"
padahal pembayaran tepat waktu malah sebelum jatuh tempo sudah dibayar lunas  mau melakukan pinjaman kredifazz yang ke dua kenapa ditolak  aplikasi aneh saya sarankan jangan download kredivo  uninstal delete akun pihak kredivo tolong hapus data saya,"['padahal', 'pembayaran', 'tepat', 'waktu', 'malah', 'sebelum', 'jatuh', 'tempo', 'sudah', 'dibayar', 'lunas', 'mau', 'melakukan', 'pinjaman', 'kredifazz', 'yang', 'ke', 'dua', 'kenapa', 'ditolak', 'aplikasi', 'aneh', 'saya', 'sarankan', 'jangan', 'download', 'kredivo', 'uninstal', 'delete', 'akun', 'pihak', 'kredivo', 'tolong', 'hapus', 'data', 'saya']"
menurutku ini aplikasi terbaik  wlpun lmitku masih agak kecil alhamdulillah sekarang naik sedikit demi sedikit  yg keren lagi untuk pulsa kuota harganya juga murah  ad flessale terus terimakasih kredivo,"['menurutku', 'ini', 'aplikasi', 'terbaik', 'wlpun', 'lmitku', 'masih', 'agak', 'kecil', 'alhamdulillah', 'sekarang', 'naik', 'sedikit', 'demi', 'sedikit', 'yg', 'keren', 'lagi', 'untuk', 'pulsa', 'kuota', 'harganya', 'juga', 'murah', 'ad', 'flessale', 'terus', 'terimakasih', 'kredivo']"
langsung dapat limit  jt  untuk pengguna pertama  dan limit  oorb  untuk belanja mudah dan cepat cair ,"['langsung', 'dapat', 'limit', 'jt', 'untuk', 'pengguna', 'pertama', 'dan', 'limit', 'oorb', 'untuk', 'belanja', 'mudah', 'dan', 'cepat', 'cair']"
sangat puas,"['sangat', 'puas']"
kadang suka bingun sama kedivo  bayar cepat salah bayar terlambat juga salah  saya sdh bayar sblm jatuh tempo dan limitnya jg sdh di naikin eh pas mau di gunakan lagi katanya transaksinya tdak di setujui karna melanggar ketentuan penggunaan  saran dari saya tolong dari pihak kredivo  tolong di cek di perbaiki lagi aplikasinya yaa makasih,"['kadang', 'suka', 'bingun', 'sama', 'kedivo', 'bayar', 'cepat', 'salah', 'bayar', 'terlambat', 'juga', 'salah', 'saya', 'sdh', 'bayar', 'sblm', 'jatuh', 'tempo', 'dan', 'limitnya', 'jg', 'sdh', 'di', 'naikin', 'eh', 'pas', 'mau', 'di', 'gunakan', 'lagi', 'katanya', 'transaksinya', 'tdak', 'di', 'setujui', 'karna', 'melanggar', 'ketentuan', 'penggunaan', 'saran', 'dari', 'saya', 'tolong', 'dari', 'pihak', 'kredivo', 'tolong', 'di', 'cek', 'di', 'perbaiki', 'lagi', 'aplikasinya', 'yaa', 'makasih']"
gw udeh bayar masih ttep ada tagihan,"['gw', 'udeh', 'bayar', 'masih', 'ttep', 'ada', 'tagihan']"
saya mencoba mendaftar dan di tahun ini saya mencobanya masuk akunnya kembali  ada kemajuan atau mungkin tempat saya sudah terdaftar yang sebelumnya tidak terdaftar  saya mendapatkan limit digit jauh berbeda dari aplikasi langganan saya tapi setidaknya kredivo bisa membuat operasional usaha saya  terimakasih kredivo,"['saya', 'mencoba', 'mendaftar', 'dan', 'di', 'tahun', 'ini', 'saya', 'mencobanya', 'masuk', 'akunnya', 'kembali', 'ada', 'kemajuan', 'atau', 'mungkin', 'tempat', 'saya', 'sudah', 'terdaftar', 'yang', 'sebelumnya', 'tidak', 'terdaftar', 'saya', 'mendapatkan', 'limit', 'digit', 'jauh', 'berbeda', 'dari', 'aplikasi', 'langganan', 'saya', 'tapi', 'setidaknya', 'kredivo', 'bisa', 'membuat', 'operasional', 'usaha', 'saya', 'terimakasih', 'kredivo']"
